Source:,DataStream,,,
Original File:,CIP_20120920.xlsx,,,
Date Created:,2012.09.20,,,
Start Date:,1999.09.17,,,
End Date:,2012.09.19,,,
,,,,
,spot,usr,future,ukr
26/03/2004,1.81085,1.19,1.75265,4.5625
29/03/2004,1.8186,1.21,1.75993,4.625
30/03/2004,1.82675,1.21,1.7675,4.625
31/03/2004,1.83785,1.2,1.77825,4.625
1/04/2004,1.8574,1.23,1.79745,4.625
2/04/2004,1.8318,1.3,1.77373,4.625
5/04/2004,1.8157,1.34,1.75838,4.6875
6/04/2004,1.8325,1.31,1.7745,4.6875
7/04/2004,1.84195,1.31,1.78335,4.6875
8/04/2004,1.83505,1.32,1.778,4.6875
9/04/2004,1.83505,1.32,1.778,4.6875
12/04/2004,1.83505,1.34,1.77815,4.6875
13/04/2004,1.8142,1.39,1.75793,4.6875
14/04/2004,1.78635,1.48,1.73209,4.6875
15/04/2004,1.78125,1.46,1.72745,4.6875
16/04/2004,1.80315,1.4,1.748,4.6875
19/04/2004,1.8093,1.43,1.75368,4.6875
20/04/2004,1.79325,1.46,1.7391,4.6875
21/04/2004,1.7728,1.52,1.72015,4.6875
22/04/2004,1.7677,1.49,1.716,4.6875
23/04/2004,1.76665,1.59,1.71565,4.6875
26/04/2004,1.78625,1.57,1.73423,4.6875
27/04/2004,1.78975,1.53,1.73733,4.6875
28/04/2004,1.7747,1.54,1.72275,4.6875
29/04/2004,1.7767,1.55,1.72515,4.6875
30/04/2004,1.77335,1.55,1.72195,4.6875
3/05/2004,1.77465,1.6,1.72339,4.6875
4/05/2004,1.7941,1.57,1.7426,4.6875
5/05/2004,1.7891,1.56,1.7374,4.6875
6/05/2004,1.7943,1.61,1.7432,4.6875
7/05/2004,1.7861,1.83,1.7371,4.6875
10/05/2004,1.77655,1.85,1.72752,4.8125
11/05/2004,1.75605,1.83,1.7081,4.8125
12/05/2004,1.77515,1.81,1.7259,4.8125
13/05/2004,1.76315,1.84,1.71413,4.8125
14/05/2004,1.75975,1.81,1.71088,4.8125
17/05/2004,1.76735,1.8,1.71735,4.8125
18/05/2004,1.77,1.83,1.7202,4.8125
19/05/2004,1.78255,1.85,1.73112,4.8125
20/05/2004,1.77135,1.81,1.71995,5.0625
21/05/2004,1.79055,1.84,1.7383,5.0625
24/05/2004,1.7914,1.86,1.7395,5.0625
25/05/2004,1.8107,1.84,1.7583,5.0625
26/05/2004,1.8144,1.81,1.7614,5.0625
27/05/2004,1.83525,1.77,1.78091,5.0625
28/05/2004,1.83345,1.83,1.77915,5.0625
31/05/2004,1.83345,1.83,1.77915,5.0625
1/06/2004,1.83735,1.89,1.78353,5.0625
2/06/2004,1.8433,1.92,1.78918,5.0625
3/06/2004,1.8418,1.91,1.78845,5.1875
4/06/2004,1.83705,1.97,1.78433,5.1875
7/06/2004,1.83595,1.96,1.7832,5.1875
8/06/2004,1.83535,2.02,1.78271,5.1875
9/06/2004,1.8278,2.14,1.77555,5.1875
10/06/2004,1.83025,2.14,1.77928,5.1875
11/06/2004,1.81765,2.14,1.7684,5.1875
14/06/2004,1.81755,2.25,1.76783,5.3125
15/06/2004,1.81925,2.16,1.76875,5.3125
16/06/2004,1.8272,2.24,1.77623,5.3125
17/06/2004,1.83305,2.21,1.7819,5.3125
18/06/2004,1.83825,2.24,1.7869,5.3125
21/06/2004,1.8299,2.17,1.77935,5.3125
22/06/2004,1.82035,2.21,1.77023,5.3125
23/06/2004,1.8193,2.15,1.77,5.3125
24/06/2004,1.821,2.11,1.7712,5.3125
25/06/2004,1.8213,2.14,1.77188,5.3125
28/06/2004,1.8289,2.3,1.78018,5.3125
29/06/2004,1.8079,2.2,1.76015,5.3125
30/06/2004,1.8135,2.09,1.76533,5.3125
1/07/2004,1.8153,2.07,1.76625,5.1875
2/07/2004,1.8277,2.02,1.77634,5.1875
5/07/2004,1.828,2.02,1.7768,5.1875
6/07/2004,1.83955,2.15,1.78798,5.1875
7/07/2004,1.8541,2,1.80165,5.1875
8/07/2004,1.8577,1.99,1.80553,5.1875
9/07/2004,1.85355,2,1.80155,5.1875
12/07/2004,1.86375,2.02,1.81125,5.1875
13/07/2004,1.85645,2.05,1.8045,5.1875
14/07/2004,1.85595,2.08,1.8043,5.1875
15/07/2004,1.8529,2.11,1.80185,5.1875
16/07/2004,1.87315,2.08,1.822,5.1875
19/07/2004,1.8711,2.1,1.8201,5.125
20/07/2004,1.85375,2.13,1.80363,5.125
21/07/2004,1.8356,2.14,1.78645,5.125
22/07/2004,1.8474,2.12,1.797,5.1875
23/07/2004,1.83315,2.12,1.78285,5.1875
26/07/2004,1.84065,2.18,1.79048,5.1875
27/07/2004,1.8245,2.19,1.77525,5.1875
28/07/2004,1.82245,2.17,1.77355,5.1875
29/07/2004,1.8162,2.15,1.76678,5.1875
30/07/2004,1.81845,2.13,1.76793,5.1875
2/08/2004,1.82645,2.12,1.77528,5.1875
3/08/2004,1.823,2.11,1.77173,5.3125
4/08/2004,1.82425,2.11,1.77263,5.3125
5/08/2004,1.82215,2.09,1.77218,5.3125
6/08/2004,1.84415,1.91,1.7914,5.1875
9/08/2004,1.8391,1.97,1.78645,5.125
10/08/2004,1.8391,2.01,1.7868,5.125
11/08/2004,1.8277,2,1.77635,5.125
12/08/2004,1.8218,1.99,1.7715,5.125
13/08/2004,1.84235,1.97,1.79088,5.125
16/08/2004,1.8403,2.01,1.78918,5.125
17/08/2004,1.82825,1.98,1.7771,5.125
18/08/2004,1.8226,1.97,1.7716,5.125
19/08/2004,1.83235,1.96,1.78143,5.125
20/08/2004,1.8211,1.98,1.77085,5.125
23/08/2004,1.81505,2.03,1.7648,5.125
24/08/2004,1.79545,2.03,1.74675,5.125
25/08/2004,1.7991,2.03,1.74898,5.125
26/08/2004,1.79465,2.02,1.74535,5.125
27/08/2004,1.79425,2.03,1.7452,5.125
30/08/2004,1.79375,2.04,1.74458,5.125
31/08/2004,1.79895,1.99,1.74985,5.125
1/09/2004,1.79355,1.99,1.74475,5.125
2/09/2004,1.78935,2.02,1.7416,5.125
3/09/2004,1.7759,2.12,1.72939,5.125
6/09/2004,1.7796,2.12,1.7338,5.125
7/09/2004,1.7723,2.13,1.7263,5.125
8/09/2004,1.7836,2.09,1.73695,5.125
9/09/2004,1.7834,2.09,1.73645,5.125
10/09/2004,1.8006,2.08,1.7529,5.125
13/09/2004,1.79575,2.1,1.7482,5.125
14/09/2004,1.8001,2.08,1.75248,5.125
15/09/2004,1.7761,2.09,1.72848,5.125
16/09/2004,1.78935,2.06,1.74095,5.125
17/09/2004,1.79055,2.11,1.74223,5.125
20/09/2004,1.78305,2.1,1.73475,5.125
21/09/2004,1.79245,2.12,1.7449,5.125
22/09/2004,1.79245,2.12,1.74598,5.125
23/09/2004,1.7991,2.16,1.7517,5.125
24/09/2004,1.80265,2.2,1.757,5.125
27/09/2004,1.8067,2.2,1.76095,5.0625
28/09/2004,1.81165,2.18,1.7658,5.0625
29/09/2004,1.7997,2.2,1.75543,5.0625
30/09/2004,1.80955,2.21,1.76564,5.0625
1/10/2004,1.7962,2.21,1.75248,5.0625
4/10/2004,1.78315,2.25,1.73975,5.0625
5/10/2004,1.78175,2.23,1.73848,5.0625
6/10/2004,1.77955,2.26,1.73633,5.0625
7/10/2004,1.78205,2.26,1.73998,5.0625
8/10/2004,1.7941,2.21,1.75068,4.9375
11/10/2004,1.79545,2.21,1.75183,4.9375
12/10/2004,1.787,2.2,1.7431,4.9375
13/10/2004,1.78765,2.17,1.74418,4.9375
14/10/2004,1.7957,2.15,1.7516,4.9375
15/10/2004,1.80535,2.18,1.76105,4.9375
18/10/2004,1.8005,2.21,1.75683,4.9375
19/10/2004,1.8046,2.22,1.7613,4.9375
20/10/2004,1.81325,2.2,1.76968,4.9375
21/10/2004,1.8274,2.23,1.7834,4.9375
22/10/2004,1.8264,2.23,1.78325,4.9375
25/10/2004,1.8389,2.24,1.79523,4.9375
26/10/2004,1.83745,2.24,1.79405,4.9375
27/10/2004,1.8369,2.3,1.79345,4.9375
28/10/2004,1.8302,2.29,1.78765,4.9375
29/10/2004,1.8323,2.28,1.79005,4.9375
1/11/2004,1.8333,2.34,1.7914,4.9375
2/11/2004,1.8377,2.33,1.795,4.9375
3/11/2004,1.8479,2.32,1.8052,4.9375
4/11/2004,1.84245,2.34,1.8,4.9375
5/11/2004,1.8483,2.44,1.80805,4.9375
8/11/2004,1.8578,2.47,1.8176,4.9375
9/11/2004,1.8566,2.46,1.8165,4.9375
10/11/2004,1.84595,2.47,1.80758,4.9375
11/11/2004,1.8421,2.47,1.8046,4.9375
12/11/2004,1.8499,2.49,1.81264,4.9375
15/11/2004,1.8494,2.53,1.81288,4.9375
16/11/2004,1.85305,2.54,1.81695,4.9375
17/11/2004,1.85615,2.5,1.8195,4.9375
18/11/2004,1.8512,2.51,1.81473,4.9375
19/11/2004,1.8582,2.56,1.82235,4.9375
22/11/2004,1.85755,2.6,1.82225,4.9375
23/11/2004,1.8709,2.6,1.83588,4.9375
24/11/2004,1.8807,2.6,1.84578,4.9375
25/11/2004,1.88875,2.6,1.85498,4.9375
26/11/2004,1.8937,2.61,1.86028,4.9375
29/11/2004,1.89405,2.66,1.86138,4.9375
30/11/2004,1.9115,2.63,1.8775,4.8125
1/12/2004,1.92795,2.6,1.89265,4.8125
2/12/2004,1.92385,2.62,1.88928,4.8125
3/12/2004,1.93725,2.58,1.90085,4.8125
6/12/2004,1.9407,2.6,1.90515,4.8125
7/12/2004,1.94175,2.6,1.90664,4.8125
8/12/2004,1.9271,2.59,1.89188,4.8125
9/12/2004,1.9163,2.59,1.88155,4.8125
10/12/2004,1.9136,2.61,1.8792,4.8125
13/12/2004,1.9206,2.66,1.88705,4.8125
14/12/2004,1.9233,2.65,1.8897,4.8125
15/12/2004,1.94405,2.64,1.90983,4.8125
16/12/2004,1.93385,2.66,1.89925,4.8125
17/12/2004,1.9355,2.67,1.90105,4.8125
20/12/2004,1.94895,2.72,1.9144,4.875
21/12/2004,1.92595,2.72,1.89245,4.875
22/12/2004,1.9129,2.71,1.8803,4.875
23/12/2004,1.91925,2.7,1.8874,4.875
24/12/2004,1.9264,2.7,1.89445,4.875
27/12/2004,1.9339,2.78,1.90173,4.875
28/12/2004,1.92915,2.77,1.89778,4.875
29/12/2004,1.91575,2.77,1.8838,4.875
30/12/2004,1.92125,2.76,1.88963,4.875
31/12/2004,1.9199,2.75,1.88798,4.875
3/01/2005,1.90315,2.79,1.87183,4.875
4/01/2005,1.8834,2.82,1.85265,4.875
5/01/2005,1.8878,2.83,1.85775,4.875
6/01/2005,1.8752,2.82,1.84549,4.875
7/01/2005,1.8678,2.82,1.83855,4.875
10/01/2005,1.8748,2.86,1.84578,4.875
11/01/2005,1.87695,2.86,1.84848,4.8125
12/01/2005,1.89315,2.84,1.8642,4.8125
13/01/2005,1.8807,2.84,1.85223,4.8125
14/01/2005,1.86835,2.87,1.8408,4.75
17/01/2005,1.8594,2.87,1.83225,4.75
18/01/2005,1.86685,2.9,1.83835,4.75
19/01/2005,1.8766,2.88,1.84765,4.75
20/01/2005,1.87045,2.85,1.84118,4.75
21/01/2005,1.8692,2.83,1.83998,4.8125
24/01/2005,1.8758,2.86,1.84643,4.8125
25/01/2005,1.86465,2.88,1.83573,4.8125
26/01/2005,1.8815,2.9,1.8518,4.8125
27/01/2005,1.8865,2.91,1.85723,4.8125
28/01/2005,1.883,2.89,1.85365,4.8125
31/01/2005,1.8861,2.96,1.8569,4.8125
1/02/2005,1.87965,2.95,1.85068,4.8125
2/02/2005,1.8847,2.95,1.85574,4.875
3/02/2005,1.87955,2.96,1.85115,4.875
4/02/2005,1.8855,2.93,1.85663,4.875
7/02/2005,1.86555,2.96,1.8372,4.875
8/02/2005,1.85605,2.97,1.82755,4.875
9/02/2005,1.8578,2.93,1.82815,4.875
10/02/2005,1.87095,2.96,1.84138,4.875
11/02/2005,1.86525,3,1.83565,4.875
14/02/2005,1.8868,3.03,1.85735,4.875
15/02/2005,1.8869,3.03,1.8575,4.9375
16/02/2005,1.87875,3.05,1.85047,4.9375
17/02/2005,1.89065,3.03,1.8626,4.9063
18/02/2005,1.8944,3.09,1.86655,4.9375
21/02/2005,1.8971,3.09,1.86893,4.9375
22/02/2005,1.90575,3.12,1.87688,4.9375
23/02/2005,1.9059,3.12,1.8761,4.9375
24/02/2005,1.90745,3.13,1.87793,4.9375
25/02/2005,1.9153,3.15,1.88638,5.0625
28/02/2005,1.9257,3.2,1.89685,5.0625
1/03/2005,1.92,3.2,1.89125,5.0625
2/03/2005,1.91005,3.19,1.88065,5.0625
3/03/2005,1.90835,3.19,1.8795,5.0625
4/03/2005,1.9258,3.2,1.89695,5.0625
7/03/2005,1.91385,3.22,1.88513,5.0625
8/03/2005,1.93105,3.23,1.90243,5.0625
9/03/2005,1.92125,3.24,1.8929,5.0625
10/03/2005,1.92355,3.25,1.89585,5.0625
11/03/2005,1.9268,3.28,1.89958,5.0625
14/03/2005,1.91175,3.32,1.88535,5.0625
15/03/2005,1.91575,3.32,1.88963,5.0625
16/03/2005,1.9283,3.3,1.9018,5.0625
17/03/2005,1.9237,3.29,1.89775,5.0625
18/03/2005,1.91555,3.32,1.89,5.0625
21/03/2005,1.8962,3.33,1.87105,5.0625
22/03/2005,1.8992,3.4,1.87455,5.0625
23/03/2005,1.87385,3.38,1.8515,5.0625
24/03/2005,1.8701,3.41,1.84723,5.0625
25/03/2005,1.8701,3.41,1.84723,5.0625
28/03/2005,1.86585,3.43,1.84365,5.0625
29/03/2005,1.8742,3.41,1.85173,5.0625
30/03/2005,1.88315,3.39,1.86125,5.0625
31/03/2005,1.8896,3.35,1.86768,5.0625
1/04/2005,1.8887,3.34,1.86618,5.0625
4/04/2005,1.8721,3.34,1.8501,5.0625
5/04/2005,1.8769,3.34,1.85485,5.0625
6/04/2005,1.87705,3.31,1.8547,5.0625
7/04/2005,1.877,3.32,1.85525,5.0625
8/04/2005,1.87475,3.35,1.85378,4.9375
11/04/2005,1.8901,3.37,1.86885,4.9375
12/04/2005,1.8857,3.34,1.86455,4.9375
13/04/2005,1.8922,3.32,1.87059,4.9375
14/04/2005,1.88135,3.3,1.85903,4.9375
15/04/2005,1.89325,3.26,1.87048,4.9375
18/04/2005,1.9039,3.29,1.88003,4.9375
19/04/2005,1.91615,3.26,1.8912,4.9375
20/04/2005,1.91685,3.25,1.89215,4.9375
21/04/2005,1.91255,3.31,1.88898,4.9375
22/04/2005,1.9153,3.3,1.89225,4.9375
25/04/2005,1.91145,3.34,1.889,4.9375
26/04/2005,1.90365,3.35,1.8819,4.9375
27/04/2005,1.90715,3.33,1.8848,4.9375
28/04/2005,1.90975,3.3,1.8877,4.9375
29/04/2005,1.9099,3.33,1.88758,4.9375
2/05/2005,1.89305,3.34,1.87183,4.9375
3/05/2005,1.8906,3.35,1.86955,4.9375
4/05/2005,1.9018,3.32,1.88075,4.9063
5/05/2005,1.9046,3.29,1.88323,4.9063
6/05/2005,1.8926,3.37,1.87265,4.9063
9/05/2005,1.88275,3.4,1.86373,4.9063
10/05/2005,1.88375,3.37,1.86465,4.8438
11/05/2005,1.87415,3.35,1.85565,4.8438
12/05/2005,1.8637,3.34,1.84655,4.8125
13/05/2005,1.8553,3.29,1.83815,4.75
16/05/2005,1.8348,3.33,1.8172,4.75
17/05/2005,1.83925,3.32,1.82173,4.7188
18/05/2005,1.8344,3.29,1.81672,4.7188
19/05/2005,1.83595,3.31,1.81835,4.7188
20/05/2005,1.82475,3.35,1.80773,4.7188
23/05/2005,1.8292,3.35,1.81243,4.75
24/05/2005,1.82855,3.32,1.81174,4.75
25/05/2005,1.83075,3.32,1.81393,4.7188
26/05/2005,1.82155,3.31,1.80484,4.7188
27/05/2005,1.82335,3.31,1.80693,4.7188
30/05/2005,1.8238,3.31,1.80728,4.7188
31/05/2005,1.82255,3.32,1.8062,4.7188
1/06/2005,1.8156,3.25,1.79793,4.7188
2/06/2005,1.81705,3.26,1.80043,4.7188
3/06/2005,1.8164,3.28,1.7997,4.7188
6/06/2005,1.8193,3.3,1.80303,4.7188
7/06/2005,1.83,3.28,1.81345,4.7188
8/06/2005,1.83875,3.3,1.82279,4.7188
9/06/2005,1.81855,3.31,1.80328,4.7188
10/06/2005,1.8133,3.33,1.79885,4.7188
13/06/2005,1.8012,3.38,1.78695,4.6563
14/06/2005,1.80705,3.39,1.79183,4.6563
15/06/2005,1.81925,3.39,1.80395,4.6563
16/06/2005,1.8194,3.38,1.8044,4.75
17/06/2005,1.82355,3.39,1.80829,4.75
20/06/2005,1.82395,3.42,1.80875,4.75
21/06/2005,1.8262,3.42,1.81141,4.75
22/06/2005,1.8225,3.37,1.80932,4.75
23/06/2005,1.8193,3.39,1.80678,4.75
24/06/2005,1.8217,3.38,1.80899,4.75
27/06/2005,1.82625,3.42,1.81399,4.5625
28/06/2005,1.81715,3.46,1.8055,4.5625
29/06/2005,1.8046,3.44,1.7936,4.5625
30/06/2005,1.79245,3.45,1.7831,4.5625
1/07/2005,1.77145,3.51,1.76323,4.5625
4/07/2005,1.76125,3.51,1.75375,4.4375
5/07/2005,1.75435,3.55,1.74636,4.4375
6/07/2005,1.7578,3.53,1.75013,4.4375
7/07/2005,1.7412,3.48,1.73465,4.4375
8/07/2005,1.7361,3.52,1.73,4.375
11/07/2005,1.7554,3.58,1.74925,4.375
12/07/2005,1.7734,3.59,1.7667,4.375
13/07/2005,1.75475,3.59,1.74882,4.375
14/07/2005,1.76085,3.6,1.75508,4.4375
15/07/2005,1.7539,3.61,1.74838,4.4375
18/07/2005,1.75055,3.66,1.74552,4.4375
19/07/2005,1.73735,3.65,1.73223,4.4375
20/07/2005,1.7294,3.66,1.7252,4.4375
21/07/2005,1.7461,3.72,1.74125,4.375
22/07/2005,1.7438,3.72,1.73955,4.375
25/07/2005,1.74415,3.77,1.74017,4.375
26/07/2005,1.7417,3.76,1.73755,4.375
27/07/2005,1.7426,3.77,1.73885,4.375
28/07/2005,1.75215,3.75,1.74828,4.375
29/07/2005,1.7606,3.8,1.7568,4.375
1/08/2005,1.77035,3.83,1.7661,4.4688
2/08/2005,1.77105,3.84,1.76697,4.4688
3/08/2005,1.78015,3.82,1.77565,4.4688
4/08/2005,1.7784,3.83,1.7747,4.4688
5/08/2005,1.77415,3.87,1.77063,4.4688
8/08/2005,1.78705,3.93,1.784,4.4688
9/08/2005,1.7846,3.9,1.78163,4.4688
10/08/2005,1.79675,3.9,1.79288,4.5
11/08/2005,1.80825,3.89,1.80467,4.5313
12/08/2005,1.81495,3.88,1.81116,4.5313
15/08/2005,1.80875,3.91,1.80534,4.5313
16/08/2005,1.8094,3.88,1.80544,4.5313
17/08/2005,1.80985,3.89,1.80597,4.5313
18/08/2005,1.7944,3.86,1.7905,4.5313
19/08/2005,1.79205,3.89,1.78853,4.5313
22/08/2005,1.80295,3.89,1.79951,4.5313
23/08/2005,1.79915,3.88,1.7954,4.5313
24/08/2005,1.7985,3.87,1.79517,4.4688
25/08/2005,1.8022,3.87,1.7992,4.4688
26/08/2005,1.8083,3.9,1.80578,4.4688
29/08/2005,1.80245,3.91,1.79985,4.4688
30/08/2005,1.78425,3.85,1.78205,4.4688
31/08/2005,1.79855,3.77,1.79414,4.4688
1/09/2005,1.8291,3.66,1.82258,4.4375
2/09/2005,1.84125,3.67,1.8341,4.4375
5/09/2005,1.84345,3.67,1.83675,4.4375
6/09/2005,1.84285,3.73,1.83665,4.4375
7/09/2005,1.83945,3.77,1.83363,4.4375
8/09/2005,1.84115,3.77,1.8358,4.4375
9/09/2005,1.8404,3.78,1.8354,4.4375
12/09/2005,1.8222,3.83,1.8169,4.4375
13/09/2005,1.82255,3.81,1.81688,4.4375
14/09/2005,1.8272,3.81,1.82153,4.4375
15/09/2005,1.80415,3.81,1.79873,4.4375
16/09/2005,1.80445,3.86,1.79935,4.4375
19/09/2005,1.80485,3.87,1.80076,4.4375
20/09/2005,1.8046,3.92,1.8005,4.4375
21/09/2005,1.81255,3.88,1.80933,4.4375
22/09/2005,1.79015,3.86,1.78703,4.4375
23/09/2005,1.77705,3.89,1.7742,4.4375
26/09/2005,1.77385,3.95,1.7717,4.4375
27/09/2005,1.7655,3.95,1.76333,4.4375
28/09/2005,1.7614,3.95,1.7601,4.4375
29/09/2005,1.76125,3.97,1.76082,4.4375
30/09/2005,1.7691,4.01,1.76955,4.4375
3/10/2005,1.75445,4.09,1.75543,4.4375
4/10/2005,1.76115,4.09,1.76167,4.4375
5/10/2005,1.76105,4.07,1.76213,4.4375
6/10/2005,1.7734,4.07,1.77494,4.4375
7/10/2005,1.75995,4.06,1.76238,4.4375
10/10/2005,1.7521,4.06,1.75478,4.4375
11/10/2005,1.74645,4.14,1.74905,4.4375
12/10/2005,1.75165,4.14,1.75385,4.4375
13/10/2005,1.7486,4.14,1.75088,4.4375
14/10/2005,1.7664,4.15,1.76793,4.4375
17/10/2005,1.75305,4.21,1.75441,4.4375
18/10/2005,1.7475,4.19,1.7489,4.4375
19/10/2005,1.76145,4.18,1.7621,4.4375
20/10/2005,1.7707,4.2,1.77135,4.4375
21/10/2005,1.77485,4.18,1.77533,4.4375
24/10/2005,1.7691,4.22,1.76972,4.4375
25/10/2005,1.7854,4.26,1.78612,4.5313
26/10/2005,1.7761,4.27,1.778,4.5313
27/10/2005,1.78365,4.26,1.78558,4.5313
28/10/2005,1.7769,4.28,1.7788,4.5313
31/10/2005,1.77025,4.31,1.77276,4.5313
1/11/2005,1.7614,4.31,1.76375,4.5313
2/11/2005,1.7747,4.31,1.7771,4.5313
3/11/2005,1.77585,4.33,1.77833,4.5313
4/11/2005,1.7497,4.34,1.75245,4.625
7/11/2005,1.74215,4.36,1.74498,4.625
8/11/2005,1.73915,4.34,1.74148,4.625
9/11/2005,1.7404,4.37,1.74295,4.625
10/11/2005,1.74715,4.34,1.74963,4.625
11/11/2005,1.74035,4.34,1.74275,4.625
14/11/2005,1.7383,4.4,1.741,4.625
15/11/2005,1.7329,4.38,1.73598,4.6875
16/11/2005,1.71505,4.34,1.7185,4.6875
17/11/2005,1.72055,4.32,1.72413,4.6875
18/11/2005,1.7138,4.34,1.71715,4.6875
21/11/2005,1.71885,4.33,1.7223,4.6875
22/11/2005,1.71145,4.26,1.7153,4.6875
23/11/2005,1.72135,4.31,1.72455,4.6875
24/11/2005,1.7238,4.31,1.72685,4.6875
25/11/2005,1.7159,4.29,1.71923,4.5625
28/11/2005,1.72005,4.32,1.72343,4.5625
29/11/2005,1.71725,4.35,1.72096,4.5625
30/11/2005,1.7304,4.34,1.73368,4.5625
1/12/2005,1.73,4.36,1.73435,4.5625
2/12/2005,1.7301,4.35,1.73433,4.5625
5/12/2005,1.73685,4.39,1.7409,4.625
6/12/2005,1.73815,4.36,1.74161,4.625
7/12/2005,1.73285,4.35,1.73557,4.625
8/12/2005,1.7499,4.3,1.75213,4.625
9/12/2005,1.7558,4.33,1.75828,4.6875
12/12/2005,1.77235,4.38,1.77495,4.6875
13/12/2005,1.76945,4.37,1.77258,4.6875
14/12/2005,1.77385,4.32,1.77653,4.6875
15/12/2005,1.7631,4.33,1.76578,4.6875
16/12/2005,1.77225,4.32,1.77473,4.6875
19/12/2005,1.76245,4.38,1.76685,4.6875
20/12/2005,1.75965,4.39,1.7646,4.6875
21/12/2005,1.7391,4.38,1.74507,4.6875
22/12/2005,1.73625,4.35,1.7425,4.5
23/12/2005,1.73205,4.33,1.7383,4.5
26/12/2005,1.73205,4.33,1.7383,4.5
27/12/2005,1.73155,4.35,1.73759,4.5
28/12/2005,1.72675,4.34,1.73242,4.5
29/12/2005,1.72585,4.35,1.73165,4.5
30/12/2005,1.71675,4.38,1.72248,4.5
2/01/2006,1.71675,4.38,1.72248,4.5
3/01/2006,1.73875,4.38,1.7444,4.5
4/01/2006,1.7597,4.35,1.76479,4.5
5/01/2006,1.75565,4.36,1.7604,4.5
6/01/2006,1.77145,4.38,1.77585,4.5
9/01/2006,1.7639,4.39,1.76805,4.5625
10/01/2006,1.76495,4.42,1.76925,4.5625
11/01/2006,1.7606,4.44,1.7657,4.5625
12/01/2006,1.76185,4.42,1.76693,4.5625
13/01/2006,1.7703,4.4,1.77507,4.5625
16/01/2006,1.76695,4.4,1.77227,4.5625
17/01/2006,1.75945,4.42,1.76471,4.5313
18/01/2006,1.76275,4.42,1.76794,4.5313
19/01/2006,1.76225,4.43,1.7676,4.5313
20/01/2006,1.76275,4.44,1.76788,4.5313
23/01/2006,1.7854,4.45,1.79055,4.5313
24/01/2006,1.7846,4.46,1.7894,4.5313
25/01/2006,1.7873,4.51,1.79228,4.5625
26/01/2006,1.78715,4.52,1.79256,4.5625
27/01/2006,1.77275,4.54,1.7783,4.5625
30/01/2006,1.7683,4.59,1.77421,4.5625
31/01/2006,1.77735,4.58,1.7831,4.5625
1/02/2006,1.77965,4.6,1.78583,4.5625
2/02/2006,1.7789,4.61,1.78538,4.5625
3/02/2006,1.7602,4.62,1.7677,4.5625
6/02/2006,1.7505,4.66,1.75835,4.5625
7/02/2006,1.7409,4.65,1.7491,4.5625
8/02/2006,1.74145,4.66,1.75004,4.5625
9/02/2006,1.73925,4.66,1.74812,4.5625
10/02/2006,1.7449,4.7,1.75395,4.5625
13/02/2006,1.74295,4.7,1.75263,4.5625
14/02/2006,1.72895,4.71,1.7396,4.5625
15/02/2006,1.74385,4.7,1.75351,4.5625
16/02/2006,1.7352,4.69,1.74565,4.5
17/02/2006,1.74055,4.68,1.75073,4.5
20/02/2006,1.7448,4.68,1.75495,4.5
21/02/2006,1.74255,4.73,1.75275,4.5
22/02/2006,1.74005,4.69,1.74975,4.5
23/02/2006,1.75105,4.73,1.76083,4.5
24/02/2006,1.7443,4.73,1.7539,4.5
27/02/2006,1.73965,4.76,1.74895,4.5625
28/02/2006,1.75125,4.73,1.7605,4.5625
1/03/2006,1.7529,4.74,1.76215,4.5625
2/03/2006,1.7466,4.74,1.75593,4.5625
3/03/2006,1.75145,4.75,1.76088,4.5625
6/03/2006,1.75105,4.77,1.7607,4.5625
7/03/2006,1.73525,4.77,1.74487,4.5625
8/03/2006,1.73535,4.76,1.74516,4.5625
9/03/2006,1.73725,4.76,1.74691,4.5625
10/03/2006,1.72595,4.77,1.73583,4.5625
13/03/2006,1.72905,4.8,1.73858,4.6563
14/03/2006,1.74525,4.75,1.7547,4.6563
15/03/2006,1.74485,4.77,1.75415,4.625
16/03/2006,1.7546,4.72,1.7632,4.625
17/03/2006,1.75335,4.74,1.76193,4.625
20/03/2006,1.75545,4.74,1.7637,4.625
21/03/2006,1.74735,4.79,1.7561,4.6563
22/03/2006,1.7469,4.78,1.7559,4.6563
23/03/2006,1.73475,4.8,1.74375,4.6563
24/03/2006,1.74065,4.76,1.7492,4.6563
27/03/2006,1.748,4.77,1.75663,4.6563
28/03/2006,1.7496,4.82,1.75843,4.6563
29/03/2006,1.7337,4.83,1.74317,4.6563
30/03/2006,1.7459,4.84,1.75545,4.6563
31/03/2006,1.73455,4.82,1.74425,4.6563
3/04/2006,1.737,4.86,1.74735,4.6563
4/04/2006,1.7554,4.85,1.76558,4.6563
5/04/2006,1.74925,4.82,1.75968,4.6563
6/04/2006,1.75195,4.85,1.76258,4.6563
7/04/2006,1.7412,4.86,1.75213,4.6563
10/04/2006,1.7434,4.89,1.7544,4.6563
11/04/2006,1.74705,4.88,1.75786,4.6563
12/04/2006,1.75105,4.91,1.76185,4.7188
13/04/2006,1.7519,4.95,1.76262,4.7188
14/04/2006,1.7519,4.95,1.76262,4.7188
17/04/2006,1.7731,4.93,1.78344,4.7188
18/04/2006,1.77775,4.88,1.78765,4.75
19/04/2006,1.78905,4.89,1.79915,4.75
20/04/2006,1.77695,4.9,1.78773,4.75
21/04/2006,1.7822,4.9,1.79295,4.75
