Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988
End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009
Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D
Name,MICROSOFT,,Name,APPLE,,Name,INTEL,,Name,HEWLETT-PACKARD,,Name,MOTORS LIQUIDATION
Code,719643(P),,Code,992816(P),,Code,922726(P),,Code,905277(P),,Code,905171(P)
CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$
10/2/1992,2.5939,,10/2/1992,15.7813,,10/2/1992,2.0391,,10/2/1992,6.1511,,10/2/1992,27.3468
11/2/1992,2.5522,,11/2/1992,15.7188,,11/2/1992,2.0469,,11/2/1992,6.0655,,11/2/1992,27.7389
12/2/1992,2.6199,,12/2/1992,16.3125,,12/2/1992,2.125,,12/2/1992,6.2734,,12/2/1992,28.131
13/2/1992,2.5522,,13/2/1992,16.0625,,13/2/1992,2.1406,,13/2/1992,6.3223,,13/2/1992,28.7191
14/2/1992,2.4689,,14/2/1992,16.0313,,14/2/1992,2.0977,,14/2/1992,6.2244,,14/2/1992,29.8953
17/2/1992,2.4689,,17/2/1992,16.0313,,17/2/1992,2.0977,,17/2/1992,6.2244,,17/2/1992,29.8953
18/2/1992,2.4637,,18/2/1992,15.6875,,18/2/1992,2.0156,,18/2/1992,6.2978,,18/2/1992,29.5032
19/2/1992,2.3986,,19/2/1992,15.5,,19/2/1992,1.9922,,19/2/1992,7.1905,,19/2/1992,30.0913
20/2/1992,2.448,,20/2/1992,16.1563,,20/2/1992,2.0625,,20/2/1992,7.4962,,20/2/1992,30.5814
21/2/1992,2.3855,,21/2/1992,16.25,,21/2/1992,2.1172,,21/2/1992,7.3862,,21/2/1992,30.0913
24/2/1992,2.3934,,24/2/1992,16.5313,,24/2/1992,2.043,,24/2/1992,7.2883,,24/2/1992,29.6012
25/2/1992,2.4116,,25/2/1992,17.125,,25/2/1992,1.9922,,25/2/1992,7.1416,,25/2/1992,28.621
26/2/1992,2.5418,,26/2/1992,17.4688,,26/2/1992,2.0469,,26/2/1992,7.2394,,26/2/1992,28.8171
27/2/1992,2.6017,,27/2/1992,17.125,,27/2/1992,2.0156,,27/2/1992,7.3128,,27/2/1992,28.327
28/2/1992,2.573,,28/2/1992,16.875,,28/2/1992,1.9844,,28/2/1992,7.1416,,28/2/1992,29.4052
2/3/1992,2.5626,,2/3/1992,16.8125,,2/3/1992,2.0547,,2/3/1992,7.2761,,2/3/1992,29.6992
3/3/1992,2.5678,,3/3/1992,16.5938,,3/3/1992,2.0273,,3/3/1992,7.4229,,3/3/1992,29.5032
4/3/1992,2.5522,,4/3/1992,16.25,,4/3/1992,1.9922,,4/3/1992,7.5574,,4/3/1992,29.3072
5/3/1992,2.5262,,5/3/1992,15.875,,5/3/1992,1.9844,,5/3/1992,7.4351,,5/3/1992,29.0131
6/3/1992,2.4637,,6/3/1992,16,,6/3/1992,1.9453,,6/3/1992,7.2272,,6/3/1992,28.9151
9/3/1992,2.4793,,9/3/1992,15.9375,,9/3/1992,1.9453,,9/3/1992,7.3495,,9/3/1992,29.3072
10/3/1992,2.5366,,10/3/1992,15.9375,,10/3/1992,2.0156,,10/3/1992,7.4962,,10/3/1992,29.3072
11/3/1992,2.5053,,11/3/1992,15.8125,,11/3/1992,1.9531,,11/3/1992,7.4595,,11/3/1992,29.3072
12/3/1992,2.5236,,12/3/1992,15.6875,,12/3/1992,2,,12/3/1992,7.4718,,12/3/1992,29.6992
13/3/1992,2.521,,13/3/1992,15.7813,,13/3/1992,2,,13/3/1992,7.5696,,13/3/1992,29.1111
16/3/1992,2.5887,,16/3/1992,15.8438,,16/3/1992,2.043,,16/3/1992,7.5574,,16/3/1992,29.1111
17/3/1992,2.6668,,17/3/1992,15.7188,,17/3/1992,2.0547,,17/3/1992,7.7163,,17/3/1992,29.5032
18/3/1992,2.6329,,18/3/1992,15.9375,,18/3/1992,2.082,,18/3/1992,7.8142,,18/3/1992,29.9933
19/3/1992,2.6564,,19/3/1992,15.75,,19/3/1992,2.0508,,19/3/1992,7.8998,,19/3/1992,30.0913
20/3/1992,2.6772,,20/3/1992,15.8125,,20/3/1992,2.0312,,20/3/1992,8.071,,20/3/1992,30.6794
23/3/1992,2.6772,,23/3/1992,15.75,,23/3/1992,1.9766,,23/3/1992,8.1321,,23/3/1992,30.2873
24/3/1992,2.6564,,24/3/1992,16.25,,24/3/1992,1.9141,,24/3/1992,8.1933,,24/3/1992,29.3072
25/3/1992,2.6772,,25/3/1992,16.125,,25/3/1992,1.8828,,25/3/1992,8.0465,,25/3/1992,29.5032
26/3/1992,2.6043,,26/3/1992,16,,26/3/1992,1.8359,,26/3/1992,7.8631,,26/3/1992,29.7972
27/3/1992,2.5262,,27/3/1992,15.25,,27/3/1992,1.7266,,27/3/1992,7.8264,,27/3/1992,28.8171
30/3/1992,2.5001,,30/3/1992,14.5313,,30/3/1992,1.6641,,30/3/1992,7.7897,,30/3/1992,28.9151
31/3/1992,2.4689,,31/3/1992,14.5625,,31/3/1992,1.7266,,31/3/1992,7.8753,,31/3/1992,28.7191
1/4/1992,2.5105,,1/4/1992,14.75,,1/4/1992,1.7422,,1/4/1992,7.8386,,1/4/1992,29.1111
2/4/1992,2.4376,,2/4/1992,14.6875,,2/4/1992,1.7266,,2/4/1992,7.9242,,2/4/1992,28.523
3/4/1992,2.448,,3/4/1992,14.75,,3/4/1992,1.7109,,3/4/1992,7.8264,,3/4/1992,28.425
6/4/1992,2.5262,,6/4/1992,15.1875,,6/4/1992,1.8086,,6/4/1992,7.912,,6/4/1992,28.7191
7/4/1992,2.4168,,7/4/1992,14.3125,,7/4/1992,1.7578,,7/4/1992,7.7408,,7/4/1992,29.6992
8/4/1992,2.4428,,8/4/1992,13.9688,,8/4/1992,1.7969,,8/4/1992,7.5574,,8/4/1992,29.5032
9/4/1992,2.5001,,9/4/1992,14.3125,,9/4/1992,1.7891,,9/4/1992,7.6919,,9/4/1992,29.7972
10/4/1992,2.4168,,10/4/1992,13.875,,10/4/1992,1.5977,,10/4/1992,7.3373,,10/4/1992,30.2873
13/4/1992,2.448,,13/4/1992,14.125,,13/4/1992,1.5586,,13/4/1992,7.5085,,13/4/1992,30.5814
14/4/1992,2.4376,,14/4/1992,14.6875,,14/4/1992,1.6328,,14/4/1992,7.8142,,14/4/1992,31.2675
15/4/1992,2.685,,15/4/1992,15.125,,15/4/1992,1.6719,,15/4/1992,8.0588,,15/4/1992,31.2675
16/4/1992,2.659,,16/4/1992,14.75,,16/4/1992,1.6328,,16/4/1992,7.9976,,16/4/1992,33.1298
17/4/1992,2.659,,17/4/1992,14.75,,17/4/1992,1.6328,,17/4/1992,7.9976,,17/4/1992,33.1298
20/4/1992,2.4611,,20/4/1992,14.1875,,20/4/1992,1.5937,,20/4/1992,7.8631,,20/4/1992,33.4239
21/4/1992,2.4194,,21/4/1992,14.0625,,21/4/1992,1.5781,,21/4/1992,7.5818,,21/4/1992,33.3259
22/4/1992,2.4506,,22/4/1992,14.4063,,22/4/1992,1.6328,,22/4/1992,7.6674,,22/4/1992,32.9338
23/4/1992,2.4116,,23/4/1992,14.25,,23/4/1992,1.625,,23/4/1992,7.7897,,23/4/1992,33.2278
24/4/1992,2.3387,,24/4/1992,14.125,,24/4/1992,1.6172,,24/4/1992,7.6797,,24/4/1992,31.0715
27/4/1992,2.3595,,27/4/1992,13.9375,,27/4/1992,1.5937,,27/4/1992,7.5574,,27/4/1992,31.3655
28/4/1992,2.2709,,28/4/1992,13.5625,,28/4/1992,1.5859,,28/4/1992,7.3739,,28/4/1992,31.6596
29/4/1992,2.3204,,29/4/1992,14.25,,29/4/1992,1.6289,,29/4/1992,7.8264,,29/4/1992,33.2278
30/4/1992,2.297,,30/4/1992,15.0313,,30/4/1992,1.6719,,30/4/1992,7.8264,,30/4/1992,32.5417
1/5/1992,2.3699,,1/5/1992,14.8125,,1/5/1992,1.6445,,1/5/1992,7.8142,,1/5/1992,32.0517
4/5/1992,2.3751,,4/5/1992,15.125,,4/5/1992,1.6406,,4/5/1992,7.8753,,4/5/1992,31.8556
5/5/1992,2.4272,,5/5/1992,15.125,,5/5/1992,1.6992,,5/5/1992,7.9976,,5/5/1992,31.7576
6/5/1992,2.4168,,6/5/1992,15.4375,,6/5/1992,1.6797,,6/5/1992,7.9976,,6/5/1992,31.7576
7/5/1992,2.396,,7/5/1992,15.1875,,7/5/1992,1.6797,,7/5/1992,7.912,,7/5/1992,31.1695
8/5/1992,2.3855,,8/5/1992,15.5,,8/5/1992,1.668,,8/5/1992,7.8509,,8/5/1992,31.2675
11/5/1992,2.3751,,11/5/1992,15.5625,,11/5/1992,1.6602,,11/5/1992,7.7286,,11/5/1992,30.8754
12/5/1992,2.3803,,12/5/1992,15.5625,,12/5/1992,1.6133,,12/5/1992,7.7653,,12/5/1992,31.1695
13/5/1992,2.3491,,13/5/1992,15.6875,,13/5/1992,1.6016,,13/5/1992,7.6307,,13/5/1992,31.2675
14/5/1992,2.3074,,14/5/1992,15.3438,,14/5/1992,1.5312,,14/5/1992,7.5207,,14/5/1992,30.8754
15/5/1992,2.2918,,15/5/1992,15.1563,,15/5/1992,1.5078,,15/5/1992,7.5696,,15/5/1992,30.7774
18/5/1992,2.3491,,18/5/1992,15.0938,,18/5/1992,1.4766,,18/5/1992,7.2761,,18/5/1992,30.8754
19/5/1992,2.3855,,19/5/1992,14.8438,,19/5/1992,1.4687,,19/5/1992,7.2517,,19/5/1992,30.7774
20/5/1992,2.4324,,20/5/1992,15,,20/5/1992,1.4961,,20/5/1992,7.3617,,20/5/1992,30.5814
21/5/1992,2.4298,,21/5/1992,14.7813,,21/5/1992,1.4844,,21/5/1992,7.4962,,21/5/1992,30.5814
22/5/1992,2.4116,,22/5/1992,14.875,,22/5/1992,1.5156,,22/5/1992,7.6063,,22/5/1992,30.6794
25/5/1992,2.4116,,25/5/1992,14.875,,25/5/1992,1.5156,,25/5/1992,7.6063,,25/5/1992,30.6794
26/5/1992,2.4064,,26/5/1992,14.8125,,26/5/1992,1.4922,,26/5/1992,7.4473,,26/5/1992,29.7972
27/5/1992,2.396,,27/5/1992,15.0625,,27/5/1992,1.5469,,27/5/1992,7.3739,,27/5/1992,30.6794
28/5/1992,2.4793,,28/5/1992,14.875,,28/5/1992,1.5781,,28/5/1992,7.4595,,28/5/1992,30.7774
29/5/1992,2.521,,29/5/1992,14.9375,,29/5/1992,1.5625,,29/5/1992,7.4351,,29/5/1992,31.2675
1/6/1992,2.5887,,1/6/1992,14.375,,1/6/1992,1.5937,,1/6/1992,7.4106,,1/6/1992,32.5417
2/6/1992,2.56,,2/6/1992,14.125,,2/6/1992,1.5977,,2/6/1992,7.4106,,2/6/1992,31.7576
3/6/1992,2.5626,,3/6/1992,13.5313,,3/6/1992,1.6094,,3/6/1992,7.325,,3/6/1992,32.7378
4/6/1992,2.5548,,4/6/1992,13.625,,4/6/1992,1.5703,,4/6/1992,7.0315,,4/6/1992,34.208
5/6/1992,2.521,,5/6/1992,13.7188,,5/6/1992,1.5625,,5/6/1992,7.0805,,5/6/1992,34.5021
8/6/1992,2.4637,,8/6/1992,13.5625,,8/6/1992,1.582,,8/6/1992,7.1538,,8/6/1992,34.4041
9/6/1992,2.396,,9/6/1992,13.5,,9/6/1992,1.5898,,9/6/1992,7.1049,,9/6/1992,34.012
10/6/1992,2.3439,,10/6/1992,13.4375,,10/6/1992,1.5664,,10/6/1992,6.9092,,10/6/1992,34.208
11/6/1992,2.2501,,11/6/1992,13.4688,,11/6/1992,1.5625,,11/6/1992,7.0438,,11/6/1992,33.7179
12/6/1992,2.3439,,12/6/1992,13.6563,,12/6/1992,1.5469,,12/6/1992,7.0193,,12/6/1992,33.8159
15/6/1992,2.3672,,15/6/1992,13.1563,,15/6/1992,1.5156,,15/6/1992,6.897,,15/6/1992,34.306
16/6/1992,2.2734,,16/6/1992,12.3125,,16/6/1992,1.5156,,16/6/1992,6.7014,,16/6/1992,34.5021
17/6/1992,2.2617,,17/6/1992,11.875,,17/6/1992,1.4922,,17/6/1992,6.3956,,17/6/1992,32.6397
18/6/1992,2.2578,,18/6/1992,11.3125,,18/6/1992,1.5937,,18/6/1992,6.3834,,18/6/1992,33.5219
19/6/1992,2.2969,,19/6/1992,11.1875,,19/6/1992,1.6484,,19/6/1992,6.5424,,19/6/1992,34.4041
22/6/1992,2.3203,,22/6/1992,11.0625,,22/6/1992,1.6875,,22/6/1992,6.6891,,22/6/1992,33.914
23/6/1992,2.2969,,23/6/1992,11.3125,,23/6/1992,1.7187,,23/6/1992,6.7625,,23/6/1992,34.11
24/6/1992,2.2578,,24/6/1992,11.5,,24/6/1992,1.7109,,24/6/1992,6.7747,,24/6/1992,34.306
25/6/1992,2.1875,,25/6/1992,11.4063,,25/6/1992,1.6992,,25/6/1992,6.7747,,25/6/1992,33.7179
26/6/1992,2.0859,,26/6/1992,11.3125,,26/6/1992,1.7266,,26/6/1992,6.6891,,26/6/1992,33.4239
29/6/1992,2.2578,,29/6/1992,11.6875,,29/6/1992,1.8047,,29/6/1992,6.8848,,29/6/1992,34.306
30/6/1992,2.1875,,30/6/1992,12,,30/6/1992,1.7812,,30/6/1992,6.738,,30/6/1992,34.5021
1/7/1992,2.2539,,1/7/1992,12.25,,1/7/1992,1.8125,,1/7/1992,6.8726,,1/7/1992,33.7179
2/7/1992,2.1836,,2/7/1992,11.5625,,2/7/1992,1.7461,,2/7/1992,6.5424,,2/7/1992,32.2477
3/7/1992,2.1836,,3/7/1992,11.5625,,3/7/1992,1.7461,,3/7/1992,6.5424,,3/7/1992,32.2477
6/7/1992,2.1719,,6/7/1992,11.5625,,6/7/1992,1.7812,,6/7/1992,6.3712,,6/7/1992,31.9536
7/7/1992,2.125,,7/7/1992,11.0625,,7/7/1992,1.7539,,7/7/1992,6.2489,,7/7/1992,31.9536
8/7/1992,2.1445,,8/7/1992,11.4375,,8/7/1992,1.7812,,8/7/1992,6.3712,,8/7/1992,31.6596
9/7/1992,2.1563,,9/7/1992,11.4688,,9/7/1992,1.7969,,9/7/1992,6.5668,,9/7/1992,32.3457
10/7/1992,2.1719,,10/7/1992,11.4375,,10/7/1992,1.7656,,10/7/1992,6.5791,,10/7/1992,32.1497
13/7/1992,2.1875,,13/7/1992,11.75,,13/7/1992,1.7734,,13/7/1992,6.7136,,13/7/1992,32.7378
14/7/1992,2.2227,,14/7/1992,11.875,,14/7/1992,1.8203,,14/7/1992,6.7625,,14/7/1992,33.0318
15/7/1992,2.2344,,15/7/1992,12,,15/7/1992,1.8203,,15/7/1992,6.8603,,15/7/1992,32.7378
16/7/1992,2.2578,,16/7/1992,12.1875,,16/7/1992,1.8125,,16/7/1992,6.8114,,16/7/1992,32.4437
17/7/1992,2.1953,,17/7/1992,11.25,,17/7/1992,1.75,,17/7/1992,6.7503,,17/7/1992,31.9536
20/7/1992,2.1641,,20/7/1992,11.1875,,20/7/1992,1.7422,,20/7/1992,6.6769,,20/7/1992,31.5616
21/7/1992,2.2422,,21/7/1992,11.4375,,21/7/1992,1.7656,,21/7/1992,6.8114,,21/7/1992,31.2675
22/7/1992,2.1875,,22/7/1992,11.0625,,22/7/1992,1.7266,,22/7/1992,6.8114,,22/7/1992,30.4834
23/7/1992,2.2188,,23/7/1992,11.1875,,23/7/1992,1.7969,,23/7/1992,6.9092,,23/7/1992,30.5814
24/7/1992,2.2734,,24/7/1992,11.4688,,24/7/1992,1.8203,,24/7/1992,6.9948,,24/7/1992,30.7774
27/7/1992,2.2813,,27/7/1992,11.3125,,27/7/1992,1.7734,,27/7/1992,7.0071,,27/7/1992,31.2675
28/7/1992,2.3125,,28/7/1992,11.625,,28/7/1992,1.8516,,28/7/1992,7.0682,,28/7/1992,32.4437
29/7/1992,2.3125,,29/7/1992,11.8125,,29/7/1992,1.8359,,29/7/1992,7.2272,,29/7/1992,32.6397
30/7/1992,2.2852,,30/7/1992,11.8125,,30/7/1992,1.8437,,30/7/1992,7.2394,,30/7/1992,32.5417
31/7/1992,2.2734,,31/7/1992,11.6875,,31/7/1992,1.8672,,31/7/1992,7.1905,,31/7/1992,32.6397
3/8/1992,2.3047,,3/8/1992,11.4375,,3/8/1992,1.9023,,3/8/1992,7.1783,,3/8/1992,32.1497
4/8/1992,2.3086,,4/8/1992,11.375,,4/8/1992,1.8945,,4/8/1992,7.2639,,4/8/1992,31.5616
5/8/1992,2.25,,5/8/1992,11.1875,,5/8/1992,1.8555,,5/8/1992,7.0805,,5/8/1992,30.6794
6/8/1992,2.2344,,6/8/1992,11,,6/8/1992,1.8281,,6/8/1992,6.9948,,6/8/1992,29.2091
7/8/1992,2.2109,,7/8/1992,10.8438,,7/8/1992,1.832,,7/8/1992,5.7597,,7/8/1992,29.0131
10/8/1992,2.2148,,10/8/1992,11.0313,,10/8/1992,1.8477,,10/8/1992,5.9187,,10/8/1992,29.6992
11/8/1992,2.2305,,11/8/1992,10.875,,11/8/1992,1.8437,,11/8/1992,5.9187,,11/8/1992,29.7972
12/8/1992,2.2188,,12/8/1992,11.0313,,12/8/1992,1.8047,,12/8/1992,5.9065,,12/8/1992,29.1111
13/8/1992,2.2148,,13/8/1992,11.1875,,13/8/1992,1.8281,,13/8/1992,5.9432,,13/8/1992,28.621
14/8/1992,2.2188,,14/8/1992,11.1875,,14/8/1992,1.8633,,14/8/1992,5.8943,,14/8/1992,28.9151
17/8/1992,2.1719,,17/8/1992,11.1875,,17/8/1992,1.8281,,17/8/1992,5.9309,,17/8/1992,29.2091
18/8/1992,2.1719,,18/8/1992,11.1875,,18/8/1992,1.8047,,18/8/1992,5.6008,,18/8/1992,29.2091
19/8/1992,2.1641,,19/8/1992,11.125,,19/8/1992,1.75,,19/8/1992,5.5885,,19/8/1992,28.523
20/8/1992,2.1992,,20/8/1992,11.1875,,20/8/1992,1.7852,,20/8/1992,5.5519,,20/8/1992,27.9349
21/8/1992,2.1797,,21/8/1992,11.1563,,21/8/1992,1.7656,,21/8/1992,5.5519,,21/8/1992,27.7389
24/8/1992,2.1563,,24/8/1992,10.8125,,24/8/1992,1.7227,,24/8/1992,5.4907,,24/8/1992,26.6607
25/8/1992,2.1992,,25/8/1992,11.0938,,25/8/1992,1.7578,,25/8/1992,5.5641,,25/8/1992,26.4647
26/8/1992,2.2383,,26/8/1992,11.0625,,26/8/1992,1.7812,,26/8/1992,5.5274,,26/8/1992,26.7587
27/8/1992,2.3008,,27/8/1992,11.125,,27/8/1992,1.8047,,27/8/1992,5.4785,,27/8/1992,26.4647
28/8/1992,2.3242,,28/8/1992,11.25,,28/8/1992,1.8047,,28/8/1992,5.454,,28/8/1992,26.2686
31/8/1992,2.3281,,31/8/1992,11.5,,31/8/1992,1.8125,,31/8/1992,5.6008,,31/8/1992,27.1508
1/9/1992,2.3281,,1/9/1992,11.625,,1/9/1992,1.8477,,1/9/1992,5.6375,,1/9/1992,26.9547
2/9/1992,2.3555,,2/9/1992,12.125,,2/9/1992,1.8984,,2/9/1992,5.7108,,2/9/1992,26.9547
3/9/1992,2.3945,,3/9/1992,11.9375,,3/9/1992,1.9453,,3/9/1992,5.5519,,3/9/1992,27.2488
4/9/1992,2.375,,4/9/1992,11.8125,,4/9/1992,1.9141,,4/9/1992,5.4663,,4/9/1992,27.5428
7/9/1992,2.375,,7/9/1992,11.8125,,7/9/1992,1.9141,,7/9/1992,5.4663,,7/9/1992,27.5428
8/9/1992,2.3984,,8/9/1992,11.9375,,8/9/1992,1.9062,,8/9/1992,5.5274,,8/9/1992,26.6607
9/9/1992,2.4414,,9/9/1992,12.25,,9/9/1992,1.9687,,9/9/1992,5.6375,,9/9/1992,26.6607
10/9/1992,2.4688,,10/9/1992,12.3125,,10/9/1992,2.0078,,10/9/1992,5.6008,,10/9/1992,26.6607
11/9/1992,2.4609,,11/9/1992,11.9063,,11/9/1992,2,,11/9/1992,5.613,,11/9/1992,26.3666
14/9/1992,2.5547,,14/9/1992,12.375,,14/9/1992,2.0469,,14/9/1992,5.8576,,14/9/1992,27.3468
15/9/1992,2.5391,,15/9/1992,12.0625,,15/9/1992,1.9922,,15/9/1992,5.772,,15/9/1992,26.5627
16/9/1992,2.5117,,16/9/1992,11.75,,16/9/1992,1.9922,,16/9/1992,5.6619,,16/9/1992,26.0726
17/9/1992,2.5352,,17/9/1992,11.5,,17/9/1992,2.0156,,17/9/1992,5.772,,17/9/1992,26.1706
18/9/1992,2.4961,,18/9/1992,11.625,,18/9/1992,2.0391,,18/9/1992,5.8087,,18/9/1992,26.7587
21/9/1992,2.4727,,21/9/1992,11.625,,21/9/1992,2.0273,,21/9/1992,5.8209,,21/9/1992,26.8567
22/9/1992,2.4297,,22/9/1992,11.4375,,22/9/1992,2.0078,,22/9/1992,5.7108,,22/9/1992,25.8766
23/9/1992,2.4727,,23/9/1992,11.875,,23/9/1992,2.082,,23/9/1992,5.7475,,23/9/1992,25.1904
24/9/1992,2.5078,,24/9/1992,11.5625,,24/9/1992,2.0625,,24/9/1992,5.6497,,24/9/1992,25.9746
25/9/1992,2.4609,,25/9/1992,11.375,,25/9/1992,2.0234,,25/9/1992,5.6497,,25/9/1992,25.0924
28/9/1992,2.4063,,28/9/1992,11.1875,,28/9/1992,2.0391,,28/9/1992,5.6375,,28/9/1992,25.0924
29/9/1992,2.4609,,29/9/1992,11.2188,,29/9/1992,2.0469,,29/9/1992,5.5641,,29/9/1992,25.0924
30/9/1992,2.5156,,30/9/1992,11.2813,,30/9/1992,2.0547,,30/9/1992,5.454,,30/9/1992,25.1904
1/10/1992,2.4883,,1/10/1992,11.0625,,1/10/1992,1.9922,,1/10/1992,5.2094,,1/10/1992,24.7984
2/10/1992,2.4609,,2/10/1992,10.9375,,2/10/1992,1.9531,,2/10/1992,5.1972,,2/10/1992,24.2103
5/10/1992,2.5547,,5/10/1992,10.875,,5/10/1992,1.9883,,5/10/1992,5.2951,,5/10/1992,24.4063
6/10/1992,2.5781,,6/10/1992,11.1875,,6/10/1992,2.0469,,6/10/1992,5.2951,,6/10/1992,24.2103
7/10/1992,2.5352,,7/10/1992,10.9375,,7/10/1992,2.0547,,7/10/1992,5.2461,,7/10/1992,23.5241
8/10/1992,2.6055,,8/10/1992,10.875,,8/10/1992,2.0703,,8/10/1992,5.2217,,8/10/1992,23.6222
9/10/1992,2.5742,,9/10/1992,10.8438,,9/10/1992,2.0781,,9/10/1992,5.0505,,9/10/1992,22.838
12/10/1992,2.6211,,12/10/1992,11,,12/10/1992,2.0586,,12/10/1992,5.1605,,12/10/1992,24.1122
13/10/1992,2.6328,,13/10/1992,11.3438,,13/10/1992,2.0195,,13/10/1992,5.3195,,13/10/1992,24.5043
14/10/1992,2.6094,,14/10/1992,11.5,,14/10/1992,1.9727,,14/10/1992,5.2584,,14/10/1992,24.1122
15/10/1992,2.6406,,15/10/1992,11.375,,15/10/1992,2,,15/10/1992,5.2951,,15/10/1992,23.9162
16/10/1992,2.668,,16/10/1992,12.25,,16/10/1992,1.9766,,16/10/1992,5.4663,,16/10/1992,23.0341
19/10/1992,2.7461,,19/10/1992,12.25,,19/10/1992,2.0586,,19/10/1992,5.5396,,19/10/1992,22.838
20/10/1992,2.7461,,20/10/1992,12.2813,,20/10/1992,2.0859,,20/10/1992,5.5274,,20/10/1992,23.3281
21/10/1992,2.8125,,21/10/1992,12.125,,21/10/1992,2.1562,,21/10/1992,5.4051,,21/10/1992,24.3083
22/10/1992,2.8047,,22/10/1992,12.1875,,22/10/1992,2.1172,,22/10/1992,5.2951,,22/10/1992,25.7785
23/10/1992,2.7695,,23/10/1992,12.1875,,23/10/1992,2.0977,,23/10/1992,5.3929,,23/10/1992,26.2686
26/10/1992,2.8125,,26/10/1992,12.875,,26/10/1992,2.1406,,26/10/1992,5.4296,,26/10/1992,26.7587
27/10/1992,2.75,,27/10/1992,12.875,,27/10/1992,2.1016,,27/10/1992,5.3929,,27/10/1992,25.3865
28/10/1992,2.7656,,28/10/1992,13.0625,,28/10/1992,2.1016,,28/10/1992,5.5152,,28/10/1992,24.6023
29/10/1992,2.8125,,29/10/1992,13.3125,,29/10/1992,2.0781,,29/10/1992,5.6252,,29/10/1992,24.6023
30/10/1992,2.7734,,30/10/1992,13.125,,30/10/1992,2.1094,,30/10/1992,5.5641,,30/10/1992,24.1122
2/11/1992,2.8008,,2/11/1992,13.0625,,2/11/1992,2.1172,,2/11/1992,5.7475,,2/11/1992,24.9944
3/11/1992,2.7578,,3/11/1992,13,,3/11/1992,2.1016,,3/11/1992,5.7475,,3/11/1992,25.2885
4/11/1992,2.7656,,4/11/1992,13.125,,4/11/1992,2.1133,,4/11/1992,5.8453,,4/11/1992,24.7984
5/11/1992,2.8711,,5/11/1992,13.75,,5/11/1992,2.1875,,5/11/1992,5.6864,,5/11/1992,24.5043
6/11/1992,2.8984,,6/11/1992,13.9375,,6/11/1992,2.1562,,6/11/1992,5.7475,,6/11/1992,24.0142
9/11/1992,2.8711,,9/11/1992,13.8125,,9/11/1992,2.1641,,9/11/1992,5.6741,,9/11/1992,24.2103
10/11/1992,2.9023,,10/11/1992,14.0625,,10/11/1992,2.1836,,10/11/1992,5.7842,,10/11/1992,24.0142
11/11/1992,2.9297,,11/11/1992,14.1875,,11/11/1992,2.1992,,11/11/1992,5.7842,,11/11/1992,23.6222
12/11/1992,2.9219,,12/11/1992,14.2188,,12/11/1992,2.1641,,12/11/1992,5.6008,,12/11/1992,23.9162
13/11/1992,2.9141,,13/11/1992,14.0625,,13/11/1992,2.1953,,13/11/1992,5.5885,,13/11/1992,24.4063
16/11/1992,2.8984,,16/11/1992,14.3438,,16/11/1992,2.1484,,16/11/1992,5.5152,,16/11/1992,24.4063
17/11/1992,2.8125,,17/11/1992,13.8125,,17/11/1992,2.1172,,17/11/1992,5.4173,,17/11/1992,24.0142
18/11/1992,2.875,,18/11/1992,14.4375,,18/11/1992,2.1719,,18/11/1992,5.7475,,18/11/1992,24.2103
19/11/1992,2.9375,,19/11/1992,14.5625,,19/11/1992,2.1797,,19/11/1992,5.7353,,19/11/1992,23.8182
20/11/1992,2.9688,,20/11/1992,14.375,,20/11/1992,2.2031,,20/11/1992,5.9676,,20/11/1992,24.3083
23/11/1992,2.7656,,23/11/1992,14.1875,,23/11/1992,2.1797,,23/11/1992,6.0288,,23/11/1992,24.3083
24/11/1992,2.8594,,24/11/1992,14.375,,24/11/1992,2.1953,,24/11/1992,6.0288,,24/11/1992,24.4063
25/11/1992,2.8477,,25/11/1992,14.125,,25/11/1992,2.2031,,25/11/1992,6.2122,,25/11/1992,24.9944
26/11/1992,2.8477,,26/11/1992,14.125,,26/11/1992,2.2031,,26/11/1992,6.2122,,26/11/1992,24.9944
27/11/1992,2.8672,,27/11/1992,14.125,,27/11/1992,2.2187,,27/11/1992,6.3712,,27/11/1992,24.7984
30/11/1992,2.9102,,30/11/1992,14.375,,30/11/1992,2.2344,,30/11/1992,6.5057,,30/11/1992,25.2885
1/12/1992,2.9102,,1/12/1992,14.5625,,1/12/1992,2.2812,,1/12/1992,6.2734,,1/12/1992,25.3865
2/12/1992,2.8359,,2/12/1992,14.3125,,2/12/1992,2.2891,,2/12/1992,6.2244,,2/12/1992,25.6805
3/12/1992,2.8633,,3/12/1992,14.375,,3/12/1992,2.4141,,3/12/1992,6.2367,,3/12/1992,25.6805
4/12/1992,2.8672,,4/12/1992,14.2188,,4/12/1992,2.4609,,4/12/1992,6.2367,,4/12/1992,26.6607
7/12/1992,2.918,,7/12/1992,14.4375,,7/12/1992,2.4687,,7/12/1992,6.2856,,7/12/1992,26.9547
