Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988,,Start,20/7/1988
End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009,,End,20/7/2009
Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D,,Frequency,D
Name,MICROSOFT,,Name,APPLE,,Name,INTEL,,Name,HEWLETT-PACKARD,,Name,MOTORS LIQUIDATION
Code,719643(P),,Code,992816(P),,Code,922726(P),,Code,905277(P),,Code,905171(P)
CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$,,CURRENCY,U$
12/4/1991,1.4897,,12/4/1991,17.9375,,12/4/1991,1.6953,,12/4/1991,5.0505,,12/4/1991,28.9151
15/4/1991,1.58,,15/4/1991,15.5625,,15/4/1991,1.6914,,15/4/1991,5.0138,,15/4/1991,29.1111
16/4/1991,1.5592,,16/4/1991,16.0625,,16/4/1991,1.7031,,16/4/1991,5.1972,,16/4/1991,29.6992
17/4/1991,1.5488,,17/4/1991,15.8125,,17/4/1991,1.7109,,17/4/1991,5.2094,,17/4/1991,30.4834
18/4/1991,1.5279,,18/4/1991,15.25,,18/4/1991,1.6719,,18/4/1991,5.2217,,18/4/1991,31.2675
19/4/1991,1.4897,,19/4/1991,14.9063,,19/4/1991,1.6523,,19/4/1991,5.185,,19/4/1991,30.6794
22/4/1991,1.4185,,22/4/1991,15.375,,22/4/1991,1.6641,,22/4/1991,5.1483,,22/4/1991,29.5032
23/4/1991,1.4116,,23/4/1991,15.375,,23/4/1991,1.6758,,23/4/1991,5.1972,,23/4/1991,29.4052
24/4/1991,1.4307,,24/4/1991,15.1875,,24/4/1991,1.7187,,24/4/1991,5.3807,,24/4/1991,29.9933
25/4/1991,1.3994,,25/4/1991,14.625,,25/4/1991,1.6562,,25/4/1991,5.2461,,25/4/1991,29.0131
26/4/1991,1.3994,,26/4/1991,14.6563,,26/4/1991,1.6289,,26/4/1991,5.2094,,26/4/1991,28.523
29/4/1991,1.3578,,29/4/1991,14.5625,,29/4/1991,1.5742,,29/4/1991,5.026,,29/4/1991,26.6607
30/4/1991,1.3751,,30/4/1991,13.75,,30/4/1991,1.5391,,30/4/1991,5.0016,,30/4/1991,28.0329
1/5/1991,1.3994,,1/5/1991,11.8125,,1/5/1991,1.5156,,1/5/1991,4.8304,,1/5/1991,29.5032
2/5/1991,1.396,,2/5/1991,12.25,,2/5/1991,1.5078,,2/5/1991,4.6836,,2/5/1991,29.1111
3/5/1991,1.4064,,3/5/1991,12.25,,3/5/1991,1.5156,,3/5/1991,4.5246,,3/5/1991,29.7972
6/5/1991,1.4272,,6/5/1991,12.5625,,6/5/1991,1.5469,,6/5/1991,4.5246,,6/5/1991,29.4052
7/5/1991,1.4064,,7/5/1991,12.6563,,7/5/1991,1.5703,,7/5/1991,4.4146,,7/5/1991,28.8171
8/5/1991,1.4307,,8/5/1991,12.4375,,8/5/1991,1.6094,,8/5/1991,4.5491,,8/5/1991,29.0131
9/5/1991,1.4689,,9/5/1991,12.6875,,9/5/1991,1.7031,,9/5/1991,4.7937,,9/5/1991,30.0913
10/5/1991,1.4272,,10/5/1991,12.8125,,10/5/1991,1.6562,,10/5/1991,4.7203,,10/5/1991,29.2091
13/5/1991,1.4324,,13/5/1991,13.1875,,13/5/1991,1.6484,,13/5/1991,4.7692,,13/5/1991,29.1111
14/5/1991,1.4064,,14/5/1991,13.375,,14/5/1991,1.6641,,14/5/1991,4.6714,,14/5/1991,28.621
15/5/1991,1.3612,,15/5/1991,12.625,,15/5/1991,1.5391,,15/5/1991,4.5002,,15/5/1991,28.7191
16/5/1991,1.3803,,16/5/1991,12.25,,16/5/1991,1.5156,,16/5/1991,4.6958,,16/5/1991,29.0131
17/5/1991,1.3786,,17/5/1991,11.75,,17/5/1991,1.5156,,17/5/1991,4.7081,,17/5/1991,28.523
20/5/1991,1.3769,,20/5/1991,11.0625,,20/5/1991,1.5156,,20/5/1991,4.6958,,20/5/1991,28.425
21/5/1991,1.4168,,21/5/1991,11.3125,,21/5/1991,1.4687,,21/5/1991,4.6958,,21/5/1991,28.9151
22/5/1991,1.4828,,22/5/1991,11.5625,,22/5/1991,1.5156,,22/5/1991,4.8426,,22/5/1991,29.6012
23/5/1991,1.521,,23/5/1991,11.375,,23/5/1991,1.5781,,23/5/1991,4.9771,,23/5/1991,30.2873
24/5/1991,1.5279,,24/5/1991,11.4688,,24/5/1991,1.5937,,24/5/1991,4.9893,,24/5/1991,31.2675
27/5/1991,1.5279,,27/5/1991,11.4688,,27/5/1991,1.5937,,27/5/1991,4.9893,,27/5/1991,31.2675
28/5/1991,1.5383,,28/5/1991,11.5,,28/5/1991,1.6641,,28/5/1991,5.1728,,28/5/1991,31.8556
29/5/1991,1.5314,,29/5/1991,11.75,,29/5/1991,1.6328,,29/5/1991,5.2217,,29/5/1991,33.4239
30/5/1991,1.5314,,30/5/1991,11.9063,,30/5/1991,1.6641,,30/5/1991,5.2339,,30/5/1991,33.3259
31/5/1991,1.5245,,31/5/1991,11.75,,31/5/1991,1.7422,,31/5/1991,5.3073,,31/5/1991,33.8159
3/6/1991,1.5557,,3/6/1991,12.3125,,3/6/1991,1.8281,,3/6/1991,5.2951,,3/6/1991,33.7179
4/6/1991,1.5696,,4/6/1991,12.2813,,4/6/1991,1.8047,,4/6/1991,5.2706,,4/6/1991,33.3259
5/6/1991,1.5557,,5/6/1991,12,,5/6/1991,1.6797,,5/6/1991,5.2828,,5/6/1991,32.6397
6/6/1991,1.5436,,6/6/1991,11.6563,,6/6/1991,1.6719,,6/6/1991,5.1728,,6/6/1991,32.7378
7/6/1991,1.5314,,7/6/1991,11.5313,,7/6/1991,1.6328,,7/6/1991,5.026,,7/6/1991,32.4437
10/6/1991,1.5349,,10/6/1991,11.5,,10/6/1991,1.5781,,10/6/1991,5.0872,,10/6/1991,32.8358
11/6/1991,1.5366,,11/6/1991,11.1563,,11/6/1991,1.6016,,11/6/1991,5.1116,,11/6/1991,33.2278
12/6/1991,1.5436,,12/6/1991,10.5938,,12/6/1991,1.543,,12/6/1991,5.1972,,12/6/1991,33.1298
13/6/1991,1.5418,,13/6/1991,10.5313,,13/6/1991,1.5234,,13/6/1991,5.0872,,13/6/1991,33.0318
14/6/1991,1.5765,,14/6/1991,10.2813,,14/6/1991,1.5078,,14/6/1991,5.0382,,14/6/1991,34.6981
17/6/1991,1.5765,,17/6/1991,10.5,,17/6/1991,1.5469,,17/6/1991,5.0016,,17/6/1991,34.306
18/6/1991,1.5488,,18/6/1991,10.5313,,18/6/1991,1.5156,,18/6/1991,4.9771,,18/6/1991,34.11
19/6/1991,1.4359,,19/6/1991,10.4375,,19/6/1991,1.4844,,19/6/1991,4.9771,,19/6/1991,33.7179
20/6/1991,1.3994,,20/6/1991,10.5,,20/6/1991,1.4727,,20/6/1991,4.9526,,20/6/1991,34.208
21/6/1991,1.4203,,21/6/1991,10.5,,21/6/1991,1.4687,,21/6/1991,5.0382,,21/6/1991,34.6001
24/6/1991,1.363,,24/6/1991,10.4375,,24/6/1991,1.3672,,24/6/1991,4.916,,24/6/1991,32.3457
25/6/1991,1.3717,,25/6/1991,10.5938,,25/6/1991,1.375,,25/6/1991,4.9893,,25/6/1991,32.4437
26/6/1991,1.3994,,26/6/1991,10.75,,26/6/1991,1.4375,,26/6/1991,5.0382,,26/6/1991,31.9536
27/6/1991,1.4167,,27/6/1991,10.625,,27/6/1991,1.4258,,27/6/1991,5.0505,,27/6/1991,32.3457
28/6/1991,1.4193,,28/6/1991,10.375,,28/6/1991,1.4531,,28/6/1991,4.9649,,28/6/1991,31.9536
1/7/1991,1.4871,,1/7/1991,10.625,,1/7/1991,1.4219,,1/7/1991,5.1483,,1/7/1991,33.1298
2/7/1991,1.4193,,2/7/1991,10.5625,,2/7/1991,1.3398,,2/7/1991,5.1238,,2/7/1991,33.4239
3/7/1991,1.3334,,3/7/1991,10.7813,,3/7/1991,1.3398,,3/7/1991,4.9771,,3/7/1991,33.2278
4/7/1991,1.3334,,4/7/1991,10.7813,,4/7/1991,1.3398,,4/7/1991,4.9771,,4/7/1991,33.2278
5/7/1991,1.2865,,5/7/1991,11.4063,,5/7/1991,1.3398,,5/7/1991,4.9649,,5/7/1991,33.3259
8/7/1991,1.3959,,8/7/1991,11.6875,,8/7/1991,1.3789,,8/7/1991,5.1972,,8/7/1991,33.914
9/7/1991,1.4141,,9/7/1991,11.7188,,9/7/1991,1.4141,,9/7/1991,5.2828,,9/7/1991,33.914
10/7/1991,1.3594,,10/7/1991,11.8125,,10/7/1991,1.4609,,10/7/1991,5.3562,,10/7/1991,33.2278
11/7/1991,1.3803,,11/7/1991,11.6875,,11/7/1991,1.4219,,11/7/1991,5.2339,,11/7/1991,33.4239
12/7/1991,1.4167,,12/7/1991,11.6875,,12/7/1991,1.4531,,12/7/1991,5.2584,,12/7/1991,33.5219
15/7/1991,1.4558,,15/7/1991,11.375,,15/7/1991,1.4609,,15/7/1991,5.5029,,15/7/1991,33.1298
16/7/1991,1.4063,,16/7/1991,10.9375,,16/7/1991,1.4297,,16/7/1991,5.454,,16/7/1991,32.9338
17/7/1991,1.4115,,17/7/1991,10.625,,17/7/1991,1.3828,,17/7/1991,5.4663,,17/7/1991,33.2278
18/7/1991,1.3959,,18/7/1991,11.2188,,18/7/1991,1.4297,,18/7/1991,5.4663,,18/7/1991,33.4239
19/7/1991,1.4115,,19/7/1991,11.5,,19/7/1991,1.4766,,19/7/1991,5.4785,,19/7/1991,33.3259
22/7/1991,1.4063,,22/7/1991,11.5,,22/7/1991,1.4375,,22/7/1991,5.3684,,22/7/1991,33.1298
23/7/1991,1.3855,,23/7/1991,11.25,,23/7/1991,1.3906,,23/7/1991,5.2339,,23/7/1991,32.2477
24/7/1991,1.3647,,24/7/1991,11.25,,24/7/1991,1.3984,,24/7/1991,5.1728,,24/7/1991,31.7576
25/7/1991,1.3751,,25/7/1991,11.3125,,25/7/1991,1.4297,,25/7/1991,5.2339,,25/7/1991,32.1497
26/7/1991,1.4792,,26/7/1991,11.2188,,26/7/1991,1.4141,,26/7/1991,5.2706,,26/7/1991,31.8556
29/7/1991,1.4636,,29/7/1991,11.375,,29/7/1991,1.4219,,29/7/1991,5.3317,,29/7/1991,31.6596
30/7/1991,1.5157,,30/7/1991,11.625,,30/7/1991,1.4336,,30/7/1991,5.3562,,30/7/1991,31.2675
31/7/1991,1.5313,,31/7/1991,11.5625,,31/7/1991,1.4687,,31/7/1991,5.2584,,31/7/1991,31.1695
1/8/1991,1.5261,,1/8/1991,12.2813,,1/8/1991,1.5508,,1/8/1991,5.3684,,1/8/1991,31.1695
2/8/1991,1.5261,,2/8/1991,12.5,,2/8/1991,1.5391,,2/8/1991,5.5274,,2/8/1991,31.2675
5/8/1991,1.5053,,5/8/1991,12.125,,5/8/1991,1.5234,,5/8/1991,5.3807,,5/8/1991,31.3655
6/8/1991,1.5522,,6/8/1991,12.375,,6/8/1991,1.5859,,6/8/1991,5.4173,,6/8/1991,31.8556
7/8/1991,1.5834,,7/8/1991,12.5938,,7/8/1991,1.5703,,7/8/1991,5.3195,,7/8/1991,31.9536
8/8/1991,1.6459,,8/8/1991,12.625,,8/8/1991,1.5234,,8/8/1991,5.1972,,8/8/1991,31.3655
9/8/1991,1.6824,,9/8/1991,12.6875,,9/8/1991,1.5039,,9/8/1991,5.2339,,9/8/1991,29.8953
12/8/1991,1.7293,,12/8/1991,12.9375,,12/8/1991,1.5312,,12/8/1991,5.185,,12/8/1991,29.6992
13/8/1991,1.7188,,13/8/1991,13.375,,13/8/1991,1.5547,,13/8/1991,5.1972,,13/8/1991,30.2873
14/8/1991,1.7188,,14/8/1991,13.7188,,14/8/1991,1.5703,,14/8/1991,5.3807,,14/8/1991,29.8953
15/8/1991,1.698,,15/8/1991,13.3125,,15/8/1991,1.543,,15/8/1991,5.3317,,15/8/1991,30.0913
16/8/1991,1.7032,,16/8/1991,13.3125,,16/8/1991,1.4922,,16/8/1991,4.9893,,16/8/1991,29.4052
19/8/1991,1.672,,19/8/1991,12.625,,19/8/1991,1.4727,,19/8/1991,4.8915,,19/8/1991,27.9349
20/8/1991,1.6772,,20/8/1991,12.75,,20/8/1991,1.4922,,20/8/1991,4.8793,,20/8/1991,27.6409
21/8/1991,1.7501,,21/8/1991,13.4375,,21/8/1991,1.5781,,21/8/1991,5.0505,,21/8/1991,29.4052
22/8/1991,1.7501,,22/8/1991,13.5625,,22/8/1991,1.5625,,22/8/1991,5.0994,,22/8/1991,28.9151
23/8/1991,1.7761,,23/8/1991,13.25,,23/8/1991,1.5703,,23/8/1991,5.2339,,23/8/1991,29.6992
26/8/1991,1.7761,,26/8/1991,13.25,,26/8/1991,1.5781,,26/8/1991,5.2584,,26/8/1991,29.5032
27/8/1991,1.7657,,27/8/1991,13.5,,27/8/1991,1.6406,,27/8/1991,5.1972,,27/8/1991,29.3072
28/8/1991,1.7839,,28/8/1991,13.3125,,28/8/1991,1.6172,,28/8/1991,5.185,,28/8/1991,30.1893
29/8/1991,1.7865,,29/8/1991,13.25,,29/8/1991,1.6016,,29/8/1991,5.2584,,29/8/1991,29.9933
30/8/1991,1.7761,,30/8/1991,13.25,,30/8/1991,1.5469,,30/8/1991,5.1728,,30/8/1991,29.7972
2/9/1991,1.7761,,2/9/1991,13.25,,2/9/1991,1.5469,,2/9/1991,5.1728,,2/9/1991,29.7972
3/9/1991,1.7319,,3/9/1991,13.125,,3/9/1991,1.5156,,3/9/1991,5.0872,,3/9/1991,29.2091
4/9/1991,1.7214,,4/9/1991,12.875,,4/9/1991,1.5078,,4/9/1991,4.9771,,4/9/1991,28.7191
5/9/1991,1.6772,,5/9/1991,12.75,,5/9/1991,1.4844,,5/9/1991,4.867,,5/9/1991,28.327
6/9/1991,1.6824,,6/9/1991,12.875,,6/9/1991,1.4844,,6/9/1991,4.9526,,6/9/1991,28.523
9/9/1991,1.6824,,9/9/1991,13.3125,,9/9/1991,1.4687,,9/9/1991,4.9649,,9/9/1991,28.229
10/9/1991,1.6667,,10/9/1991,12.5313,,10/9/1991,1.4922,,10/9/1991,4.8181,,10/9/1991,27.9349
11/9/1991,1.7084,,11/9/1991,12.625,,11/9/1991,1.5234,,11/9/1991,4.6958,,11/9/1991,28.0329
12/9/1991,1.7839,,12/9/1991,12.6563,,12/9/1991,1.5547,,12/9/1991,4.8304,,12/9/1991,28.621
13/9/1991,1.7293,,13/9/1991,12.1563,,13/9/1991,1.3437,,13/9/1991,4.6347,,13/9/1991,28.621
16/9/1991,1.7293,,16/9/1991,11.8125,,16/9/1991,1.2969,,16/9/1991,4.5246,,16/9/1991,28.621
17/9/1991,1.7605,,17/9/1991,12.25,,17/9/1991,1.2812,,17/9/1991,4.5613,,17/9/1991,28.7191
18/9/1991,1.7657,,18/9/1991,12.5313,,18/9/1991,1.3047,,18/9/1991,4.6225,,18/9/1991,28.8171
19/9/1991,1.797,,19/9/1991,12.4375,,19/9/1991,1.293,,19/9/1991,4.6836,,19/9/1991,28.9151
20/9/1991,1.8022,,20/9/1991,12.6563,,20/9/1991,1.3203,,20/9/1991,4.7325,,20/9/1991,28.7191
23/9/1991,1.7683,,23/9/1991,12.375,,23/9/1991,1.2812,,23/9/1991,4.757,,23/9/1991,28.8171
24/9/1991,1.8334,,24/9/1991,12.5625,,24/9/1991,1.3047,,24/9/1991,4.8915,,24/9/1991,29.0131
25/9/1991,1.8282,,25/9/1991,12.625,,25/9/1991,1.3086,,25/9/1991,4.8426,,25/9/1991,29.0131
26/9/1991,1.8595,,26/9/1991,12.5,,26/9/1991,1.3281,,26/9/1991,4.916,,26/9/1991,29.6992
27/9/1991,1.8386,,27/9/1991,12.25,,27/9/1991,1.3203,,27/9/1991,4.7937,,27/9/1991,29.5032
30/9/1991,1.8543,,30/9/1991,12.375,,30/9/1991,1.3203,,30/9/1991,4.8426,,30/9/1991,29.3072
1/10/1991,1.8517,,1/10/1991,12.6875,,1/10/1991,1.2852,,1/10/1991,4.757,,1/10/1991,29.1111
2/10/1991,1.8126,,2/10/1991,12.4375,,2/10/1991,1.25,,2/10/1991,4.6714,,2/10/1991,29.0131
3/10/1991,1.823,,3/10/1991,11.9375,,3/10/1991,1.2344,,3/10/1991,4.5858,,3/10/1991,29.4052
4/10/1991,1.836,,4/10/1991,12.0625,,4/10/1991,1.25,,4/10/1991,4.5858,,4/10/1991,30.0913
7/10/1991,1.8438,,7/10/1991,12.0313,,7/10/1991,1.25,,7/10/1991,4.6469,,7/10/1991,30.1893
8/10/1991,1.8595,,8/10/1991,12.0625,,8/10/1991,1.207,,8/10/1991,4.6347,,8/10/1991,30.1893
9/10/1991,1.8647,,9/10/1991,12,,9/10/1991,1.2031,,9/10/1991,4.5369,,9/10/1991,29.3072
10/10/1991,1.8699,,10/10/1991,11.9375,,10/10/1991,1.3125,,10/10/1991,4.6225,,10/10/1991,29.9933
11/10/1991,1.8673,,11/10/1991,12.125,,11/10/1991,1.3086,,11/10/1991,4.5858,,11/10/1991,29.6012
14/10/1991,1.922,,14/10/1991,12.4688,,14/10/1991,1.3359,,14/10/1991,4.6347,,14/10/1991,29.9933
15/10/1991,1.9037,,15/10/1991,13.125,,15/10/1991,1.3828,,15/10/1991,4.7937,,15/10/1991,29.6012
16/10/1991,1.8907,,16/10/1991,13.375,,16/10/1991,1.418,,16/10/1991,4.9526,,16/10/1991,29.2091
17/10/1991,1.8595,,17/10/1991,13.0938,,17/10/1991,1.3633,,17/10/1991,4.8426,,17/10/1991,29.4052
18/10/1991,1.8751,,18/10/1991,13.75,,18/10/1991,1.375,,18/10/1991,4.9037,,18/10/1991,29.6992
21/10/1991,1.8959,,21/10/1991,13.6875,,21/10/1991,1.3437,,21/10/1991,4.8915,,21/10/1991,29.2091
22/10/1991,1.9037,,22/10/1991,13.625,,22/10/1991,1.3477,,22/10/1991,4.9282,,22/10/1991,28.9151
23/10/1991,1.8803,,23/10/1991,13.2813,,23/10/1991,1.3359,,23/10/1991,4.9526,,23/10/1991,27.7389
24/10/1991,1.8803,,24/10/1991,13.0313,,24/10/1991,1.3281,,24/10/1991,4.9893,,24/10/1991,28.0329
25/10/1991,1.8647,,25/10/1991,12.8125,,25/10/1991,1.3281,,25/10/1991,4.916,,25/10/1991,28.0329
28/10/1991,1.8803,,28/10/1991,12.875,,28/10/1991,1.3359,,28/10/1991,4.916,,28/10/1991,27.9349
29/10/1991,1.8907,,29/10/1991,12.9375,,29/10/1991,1.3672,,29/10/1991,5.0016,,29/10/1991,27.9349
30/10/1991,1.9688,,30/10/1991,12.4375,,30/10/1991,1.3672,,30/10/1991,5.026,,30/10/1991,27.9349
31/10/1991,1.9558,,31/10/1991,12.875,,31/10/1991,1.2695,,31/10/1991,4.9282,,31/10/1991,27.5428
1/11/1991,1.9298,,1/11/1991,12.75,,1/11/1991,1.3086,,1/11/1991,4.8915,,1/11/1991,27.0528
4/11/1991,1.8959,,4/11/1991,12.4375,,4/11/1991,1.2812,,4/11/1991,4.8915,,4/11/1991,26.8567
5/11/1991,1.9532,,5/11/1991,12.1875,,5/11/1991,1.3125,,5/11/1991,4.757,,5/11/1991,26.5627
6/11/1991,1.9845,,6/11/1991,12,,6/11/1991,1.3047,,6/11/1991,4.7937,,6/11/1991,27.0528
7/11/1991,1.9741,,7/11/1991,12.4375,,7/11/1991,1.3437,,7/11/1991,4.7448,,7/11/1991,27.2488
8/11/1991,1.9845,,8/11/1991,13.3125,,8/11/1991,1.3516,,8/11/1991,4.7081,,8/11/1991,26.6607
11/11/1991,2.0314,,11/11/1991,13.4375,,11/11/1991,1.3437,,11/11/1991,4.7692,,11/11/1991,25.5825
12/11/1991,2.0808,,12/11/1991,13.625,,12/11/1991,1.3516,,12/11/1991,4.916,,12/11/1991,25.7785
13/11/1991,2.1043,,13/11/1991,13.5313,,13/11/1991,1.3516,,13/11/1991,4.8793,,13/11/1991,27.0528
14/11/1991,2.0678,,14/11/1991,13.6875,,14/11/1991,1.3516,,14/11/1991,4.916,,14/11/1991,26.4647
15/11/1991,1.9793,,15/11/1991,12.5,,15/11/1991,1.2812,,15/11/1991,4.6714,,15/11/1991,24.7003
18/11/1991,2.0261,,18/11/1991,13.0313,,18/11/1991,1.3047,,18/11/1991,4.5124,,18/11/1991,25.0924
19/11/1991,2.0053,,19/11/1991,12.8125,,19/11/1991,1.3047,,19/11/1991,4.6592,,19/11/1991,24.7984
20/11/1991,2.0105,,20/11/1991,12.625,,20/11/1991,1.2891,,20/11/1991,4.6714,,20/11/1991,24.0142
21/11/1991,2.0261,,21/11/1991,12.75,,21/11/1991,1.2891,,21/11/1991,4.7203,,21/11/1991,24.4063
22/11/1991,2.0001,,22/11/1991,12.8125,,22/11/1991,1.2812,,22/11/1991,4.6714,,22/11/1991,24.2103
25/11/1991,1.9923,,25/11/1991,12.8125,,25/11/1991,1.2578,,25/11/1991,4.7448,,25/11/1991,23.8182
26/11/1991,1.9688,,26/11/1991,12.875,,26/11/1991,1.2812,,26/11/1991,4.8548,,26/11/1991,24.6023
27/11/1991,1.9845,,27/11/1991,12.75,,27/11/1991,1.2852,,27/11/1991,4.7692,,27/11/1991,24.2103
28/11/1991,1.9845,,28/11/1991,12.75,,28/11/1991,1.2852,,28/11/1991,4.7692,,28/11/1991,24.2103
29/11/1991,2.0261,,29/11/1991,12.6875,,29/11/1991,1.2812,,29/11/1991,4.7081,,29/11/1991,24.1122
2/12/1991,2.1095,,2/12/1991,12.9375,,2/12/1991,1.3086,,2/12/1991,4.7937,,2/12/1991,24.3083
3/12/1991,2.1121,,3/12/1991,12.625,,3/12/1991,1.2969,,3/12/1991,4.7448,,3/12/1991,23.6222
4/12/1991,2.1251,,4/12/1991,12.625,,4/12/1991,1.293,,4/12/1991,4.7081,,4/12/1991,23.4261
5/12/1991,2.1199,,5/12/1991,12.5,,5/12/1991,1.2891,,5/12/1991,4.8181,,5/12/1991,22.838
6/12/1991,2.172,,6/12/1991,12.1875,,6/12/1991,1.3047,,6/12/1991,4.8181,,6/12/1991,22.74
9/12/1991,2.1251,,9/12/1991,12.2813,,9/12/1991,1.3203,,9/12/1991,4.8181,,9/12/1991,21.6618
10/12/1991,2.1199,,10/12/1991,12.2813,,10/12/1991,1.3437,,10/12/1991,4.8548,,10/12/1991,22.3479
11/12/1991,2.0991,,11/12/1991,12.25,,11/12/1991,1.332,,11/12/1991,4.8548,,11/12/1991,21.8578
12/12/1991,2.1251,,12/12/1991,12.3438,,12/12/1991,1.3594,,12/12/1991,4.8426,,12/12/1991,22.0539
13/12/1991,2.1251,,13/12/1991,12.5938,,13/12/1991,1.3828,,13/12/1991,4.8793,,13/12/1991,22.3479
16/12/1991,2.1277,,16/12/1991,12.625,,16/12/1991,1.4062,,16/12/1991,4.8548,,16/12/1991,22.3479
17/12/1991,2.1225,,17/12/1991,12.625,,17/12/1991,1.3906,,17/12/1991,4.7937,,17/12/1991,21.8578
18/12/1991,2.1433,,18/12/1991,12.9375,,18/12/1991,1.4023,,18/12/1991,4.867,,18/12/1991,21.7598
19/12/1991,2.1407,,19/12/1991,12.6875,,19/12/1991,1.3281,,19/12/1991,4.6958,,19/12/1991,21.0737
20/12/1991,2.1511,,20/12/1991,12.5625,,20/12/1991,1.3281,,20/12/1991,4.7937,,20/12/1991,21.5638
23/12/1991,2.2241,,23/12/1991,12.875,,23/12/1991,1.375,,23/12/1991,5.0382,,23/12/1991,22.838
24/12/1991,2.2137,,24/12/1991,13.0625,,24/12/1991,1.4141,,24/12/1991,5.0627,,24/12/1991,23.1321
25/12/1991,2.2137,,25/12/1991,13.0625,,25/12/1991,1.4141,,25/12/1991,5.0627,,25/12/1991,23.1321
26/12/1991,2.2475,,26/12/1991,13.7188,,26/12/1991,1.4844,,26/12/1991,5.3684,,26/12/1991,22.446
27/12/1991,2.2996,,27/12/1991,13.75,,27/12/1991,1.4844,,27/12/1991,5.2706,,27/12/1991,21.7598
30/12/1991,2.3074,,30/12/1991,14.1875,,30/12/1991,1.5234,,30/12/1991,5.5152,,30/12/1991,22.3479
31/12/1991,2.3178,,31/12/1991,14.0938,,31/12/1991,1.5312,,31/12/1991,5.5763,,31/12/1991,22.642
1/1/1992,2.3178,,1/1/1992,14.0938,,1/1/1992,1.5312,,1/1/1992,5.5763,,1/1/1992,22.642
2/1/1992,2.3751,,2/1/1992,14.875,,2/1/1992,1.5703,,2/1/1992,5.4663,,2/1/1992,24.3083
3/1/1992,2.3543,,3/1/1992,14.75,,3/1/1992,1.5625,,3/1/1992,5.5152,,3/1/1992,25.4845
6/1/1992,2.4272,,6/1/1992,14.5,,6/1/1992,1.5391,,6/1/1992,5.5029,,6/1/1992,26.2686
7/1/1992,2.5001,,7/1/1992,14.7813,,7/1/1992,1.6094,,7/1/1992,5.4785,,7/1/1992,25.8766
8/1/1992,2.5887,,8/1/1992,15.125,,8/1/1992,1.6328,,8/1/1992,5.6741,,8/1/1992,25.1904
9/1/1992,2.6512,,9/1/1992,15.5625,,9/1/1992,1.6719,,9/1/1992,5.8698,,9/1/1992,25.1904
10/1/1992,2.6095,,10/1/1992,15.5625,,10/1/1992,1.6484,,10/1/1992,5.7231,,10/1/1992,24.8964
13/1/1992,2.6486,,13/1/1992,15.5,,13/1/1992,1.6719,,13/1/1992,5.7597,,13/1/1992,24.3083
14/1/1992,2.672,,14/1/1992,16.125,,14/1/1992,1.7031,,14/1/1992,5.9432,,14/1/1992,25.0924
15/1/1992,2.7397,,15/1/1992,15.875,,15/1/1992,1.75,,15/1/1992,6.1877,,15/1/1992,25.1904
16/1/1992,2.6616,,16/1/1992,15.6875,,16/1/1992,1.9062,,16/1/1992,6.1388,,16/1/1992,26.9547
17/1/1992,2.6355,,17/1/1992,16.1875,,17/1/1992,1.9531,,17/1/1992,6.0655,,17/1/1992,26.5627
20/1/1992,2.5522,,20/1/1992,16,,20/1/1992,1.9219,,20/1/1992,6.0043,,20/1/1992,26.5627
21/1/1992,2.4871,,21/1/1992,15.2813,,21/1/1992,1.8594,,21/1/1992,5.7475,,21/1/1992,25.6805
22/1/1992,2.6147,,22/1/1992,15.875,,22/1/1992,1.9141,,22/1/1992,5.8453,,22/1/1992,25.8766
23/1/1992,2.6043,,23/1/1992,16.125,,23/1/1992,1.9336,,23/1/1992,5.9432,,23/1/1992,25.5825
24/1/1992,2.5965,,24/1/1992,16.1563,,24/1/1992,1.9492,,24/1/1992,5.7964,,24/1/1992,25.6805
27/1/1992,2.5131,,27/1/1992,16.125,,27/1/1992,1.918,,27/1/1992,5.9187,,27/1/1992,26.7587
28/1/1992,2.5158,,28/1/1992,16.3125,,28/1/1992,1.957,,28/1/1992,5.8698,,28/1/1992,26.9547
29/1/1992,2.5939,,29/1/1992,15.8125,,29/1/1992,1.8906,,29/1/1992,5.8698,,29/1/1992,25.6805
30/1/1992,2.573,,30/1/1992,15.9375,,30/1/1992,1.8945,,30/1/1992,5.8943,,30/1/1992,25.6805
31/1/1992,2.5053,,31/1/1992,16.1875,,31/1/1992,1.8711,,31/1/1992,5.7964,,31/1/1992,25.3865
3/2/1992,2.6043,,3/2/1992,16.4375,,3/2/1992,1.8672,,3/2/1992,5.882,,3/2/1992,26.6607
4/2/1992,2.5939,,4/2/1992,16.4375,,4/2/1992,1.957,,4/2/1992,6.1144,,4/2/1992,27.4448
5/2/1992,2.6512,,5/2/1992,16.5313,,5/2/1992,1.9609,,5/2/1992,6.0899,,5/2/1992,27.3468
6/2/1992,2.6303,,6/2/1992,16.0313,,6/2/1992,1.9492,,6/2/1992,6.041,,6/2/1992,27.9349
7/2/1992,2.6199,,7/2/1992,16,,7/2/1992,2.0156,,7/2/1992,6.1144,,7/2/1992,26.6607
