Name,3M,ACE,AES
23/05/2003,2602.8,1148.4,2943
27/05/2003,6533.2,2464.2,7322.1
28/05/2003,4207.2,1013.6,3080.7
29/05/2003,-243,-1150,6951.5
30/05/2003,5376,5493.2,3630.8
2/06/2003,1068.8,8434.4,6888.6
3/06/2003,3053.4,2226.5,2952.4
4/06/2003,6943.8,151.7,5251.5
5/06/2003,4006.2,1578.8,2321.7
6/06/2003,9601.2,-240.1,-1365.9
9/06/2003,2966.4,1660,2396.2
10/06/2003,5952.2,3045.4,-1150.4
11/06/2003,2917.8,976.1,2872.5
12/06/2003,6351,2155,4816.7
13/06/2003,3947.8,807.9,1556
16/06/2003,8109.8,1944.3,4160.6
17/06/2003,3959.6,1168.9,9266.3
18/06/2003,10067,151.9,-6837.6
19/06/2003,6436.6,1988.9,5886.3
20/06/2003,-547.8,377.2,-12006.8
23/06/2003,3666.2,811.9,7550.9
24/06/2003,6686.4,2915.5,1898.9
25/06/2003,3813.2,1914.2,5477.8
26/06/2003,6681.4,4862.7,1397.1
27/06/2003,2756.4,1454.8,3979.9
30/06/2003,6973.4,-762.8,-1987.6
1/07/2003,3436.2,1779,3524.7
2/07/2003,5824.2,318,10864.4
3/07/2003,2067.6,756,3804.1
7/07/2003,7185.4,2590.3,7088.8
8/07/2003,3922,1751,2288.5
9/07/2003,1042.6,184.3,4979.6
10/07/2003,3500.4,1834.9,2671.8
11/07/2003,5792.4,-586.7,5073.2
14/07/2003,3886.2,1309.5,2711.6
15/07/2003,-374.4,2323.3,-234
16/07/2003,2841.6,1026.2,2498.9
17/07/2003,-1010.2,-655.1,96.6
18/07/2003,6145.4,1334.3,2054.2
21/07/2003,19262.4,312.9,-392.2
22/07/2003,7348.6,1524.9,2244.6
23/07/2003,11389.6,-1307.5,1231.5
24/07/2003,6892.2,2029.4,3299.6
25/07/2003,12197.6,3556.3,1422.4
28/07/2003,5760.4,1609.2,1721
29/07/2003,1733.8,5246.2,-283.7
30/07/2003,3855.2,2394,2674.9
31/07/2003,8173.2,-112.8,-298.6
1/08/2003,3661.4,1529.6,2063.7
4/08/2003,7240.4,3236.7,-2338.4
5/08/2003,3300.8,1415.1,2649.9
6/08/2003,-148.8,2687.3,-160.4
7/08/2003,3327.6,1500,1999.1
8/08/2003,6041.8,2532,3121.8
11/08/2003,5560.4,1431.5,1159.1
12/08/2003,10807.8,2315.3,2750.1
13/08/2003,5377,693.2,1399.9
14/08/2003,-1144.6,1823.3,3026.5
15/08/2003,2503.6,822.3,670.6
18/08/2003,6131,-220.6,-478.1
19/08/2003,3262.2,787.9,1570.3
20/08/2003,318.2,2303.2,3989.5
21/08/2003,3226.8,1752.1,2232.7
22/08/2003,-810.2,886.2,533
25/08/2003,2286.6,916.4,1290.9
26/08/2003,4646.8,9.8,-423.8
27/08/2003,2481.6,507.5,1071.6
28/08/2003,-287.2,-1329.6,2987.4
29/08/2003,2250.6,1192.5,1331
2/09/2003,-4292.4,2991.5,3833
3/09/2003,5978.4,2055.9,1910
4/09/2003,335.2,230.2,5509.2
5/09/2003,5267,1211.4,2902.9
8/09/2003,138.6,2723.1,5036.6
9/09/2003,4290.4,1096.9,3272.8
10/09/2003,371,2346.9,1594.6
11/09/2003,4237,1419.6,2979.6
12/09/2003,-129,-1836.7,4699.7
15/09/2003,3579.4,2945.6,1664.8
16/09/2003,6828.4,5408.9,6574
17/09/2003,3514.4,1207.3,3647.5
18/09/2003,6511.6,2785.5,6247.7
19/09/2003,5032.6,2394.9,2058.5
22/09/2003,9007.6,1606.3,3275.4
23/09/2003,2898.2,850,1258.7
24/09/2003,-291.2,-546.5,-3135.1
25/09/2003,3614.8,700,4182.8
26/09/2003,9810.8,-329.3,7797.8
29/09/2003,17487.4,1134.2,2259.6
30/09/2003,12284.7,95.6,4122.6
1/10/2003,4448.9,1345.8,2481.5
2/10/2003,7323,2580.7,1346.7
3/10/2003,5580.2,2061.5,3693.9
6/10/2003,2797.4,2973.2,1825.9
7/10/2003,2216,1689.2,2716.2
8/10/2003,175.7,3188.9,1219.5
9/10/2003,3751.7,1360.2,1678.7
10/10/2003,906.7,-209.9,411.9
13/10/2003,1941.1,767,2441
14/10/2003,4053.3,1457.8,3795.8
15/10/2003,2771.5,1488.6,1783.6
16/10/2003,-377.5,-218.4,3987
17/10/2003,3074.6,2970.5,1658.6
20/10/2003,8728.5,4611.9,2762.5
21/10/2003,3233.7,1984.2,1271.7
22/10/2003,6957.8,497.9,-457.1
23/10/2003,2335.8,1017.6,866.9
24/10/2003,173,351.9,2323.3
27/10/2003,2247.9,970.5,955.2
28/10/2003,5607.8,-764.8,2371.6
29/10/2003,2411.3,3211.3,1110.7
30/10/2003,4987.8,1846.6,6373.4
31/10/2003,3065,1579.7,2496.8
3/11/2003,257.1,2722.3,4378.4
4/11/2003,2902.9,681.3,3492.6
5/11/2003,175.7,-542,1240.3
6/11/2003,2367.6,932.6,3058.6
7/11/2003,259.7,-427.6,5689.6
10/11/2003,1740.4,1204.8,1822.2
11/11/2003,-507.6,2700.7,3380.6
12/11/2003,2053.1,1557.3,2253.8
13/11/2003,4019.8,719.7,-178.5
14/11/2003,2460.4,1456.6,1359.8
17/11/2003,-38,487.6,-563.1
18/11/2003,2881.6,614.8,1432.1
19/11/2003,-305.9,-391.7,-1321
20/11/2003,2846,1169.7,2829
21/11/2003,4896.3,2160.8,1291.1
24/11/2003,2812.4,1225.1,1928.3
25/11/2003,523.5,3083.7,3628.2
26/11/2003,1558.5,1081.3,1626.9
28/11/2003,848.2,1436.3,2374
1/12/2003,3392.1,1537.8,2024
2/12/2003,733.2,4744.1,-312.4
3/12/2003,2901.4,1339.7,5291.2
4/12/2003,5020.2,2814.1,831.3
5/12/2003,2030.6,1745.7,2037.5
8/12/2003,4426.9,2896.5,142.9
9/12/2003,2831.6,1740.7,1816
10/12/2003,617.6,404.6,-1171.6
11/12/2003,2675.5,854,2087.4
12/12/2003,4914.1,1499.8,3797.8
15/12/2003,3560.1,859.8,2429.7
16/12/2003,6003.4,2133.2,5150.8
17/12/2003,2023.3,1182,2181
18/12/2003,-993.4,2514.1,5075.2
19/12/2003,4551.7,1978.8,1964.4
22/12/2003,7411.9,3462.4,3172.8
23/12/2003,2447.3,1658.3,1723.2
24/12/2003,1679.9,2361.9,600.5
26/12/2003,873.8,321.3,368.4
29/12/2003,3223.8,1593.9,3469
30/12/2003,1459.7,952.5,3129.9
31/12/2003,3086,1827.5,937.8
2/01/2004,2591.9,1012.2,1462.9
5/01/2004,5577.1,1927.8,3801.3
6/01/2004,2983.3,869,2173.7
7/01/2004,-1310.3,-273.6,4751.6
8/01/2004,3574.8,1214.8,2219.6
9/01/2004,263.7,2418.7,4982.1
12/01/2004,2841.3,1346.7,1758.2
13/01/2004,681.6,2384.3,-83.4
14/01/2004,2088.3,981.6,1630.5
15/01/2004,4687.9,-54.1,-202.2
16/01/2004,3635.9,893.2,3432.7
20/01/2004,-6102.7,-446,6556.1
21/01/2004,7712.2,1256.2,2880.3
22/01/2004,11517.6,505.9,1418.1
23/01/2004,2633.6,982.9,1578.3
26/01/2004,5559.3,1768.3,3008.7
27/01/2004,2877.3,684.6,2910.2
28/01/2004,-1406.1,-447.8,424.8
29/01/2004,4690.8,851,6846.6
30/01/2004,1301.1,1690.3,9989
2/02/2004,3963.3,1109.2,4024.4
3/02/2004,7716.3,1907.9,5486.1
4/02/2004,3460.4,1331.7,4722.6
5/02/2004,855,4144.4,8744.4
6/02/2004,2718.7,1441.8,2122.2
9/02/2004,641.9,-178.5,4275.5
10/02/2004,3348,925.5,3108.6
11/02/2004,6190,2747.9,1109.7
12/02/2004,2058.7,1313.3,1589.4
13/02/2004,-1140.6,2237.7,-124
17/02/2004,2695.3,1176,1219.6
18/02/2004,410,53.2,2879
19/02/2004,2413.5,902.6,3921.5
20/02/2004,4811,1724.7,-194.8
23/02/2004,2259.8,829.9,2182.8
24/02/2004,-162.5,11.5,-749.3
25/02/2004,3097.5,725.1,1619.6
26/02/2004,-424.3,1445,-570.2
27/02/2004,3289.2,1770.6,3934.5
1/03/2004,5654,643.7,1411
2/03/2004,2216.8,1030.4,1940.3
3/03/2004,5054.7,1773.2,415.7
4/03/2004,1951.3,472.7,1022.2
5/03/2004,-901.6,1197,-293.6
8/03/2004,2377,561.5,1530.8
9/03/2004,4981.3,-283.6,-3.3
10/03/2004,4185.5,776.8,2329.7
11/03/2004,-212,-866.2,-2867.5
12/03/2004,3324.5,1005.2,1857.7
15/03/2004,-150,-350.8,4616.1
16/03/2004,7494.4,1056.9,2925.9
17/03/2004,11208.8,2033.4,5508.6
18/03/2004,3553.8,1542.7,1508.9
19/03/2004,-41.5,750.4,-46.2
22/03/2004,3858.1,807.9,1380.3
23/03/2004,648.3,1609,-826
24/03/2004,2619.4,999.9,2109.4
25/03/2004,5830.7,1817.5,3872.1
26/03/2004,2615.7,798.6,1821.7
29/03/2004,5268.3,1621.9,3549.6
30/03/2004,3000.7,716,1854
31/03/2004,5986.9,-480.1,3335.2
1/04/2004,2866,1339.9,2936
2/04/2004,5754.9,3452.9,5373.7
5/04/2004,2237.3,1074.7,1755.7
6/04/2004,3892.3,-353.1,3681.6
7/04/2004,2952.6,1008.9,1771.7
8/04/2004,611.7,1958.9,410
12/04/2004,1512.9,909.9,3034.6
13/04/2004,-884.9,77.6,128.6
14/04/2004,1861.4,1349.7,1885.5
15/04/2004,3962.5,-92.2,-1836.5
16/04/2004,2234.4,1957,2863.4
19/04/2004,7507.6,538.8,432.6
20/04/2004,2724.8,1255.6,2107.7
21/04/2004,4867.9,3560.2,59.6
22/04/2004,4795.7,1617.8,1992.9
23/04/2004,9852.9,396.4,440.2
26/04/2004,2909,1153.1,1908.3
27/04/2004,6120,2569.4,9.5
28/04/2004,2698.2,2457.7,5654.7
29/04/2004,-468.2,4688.8,-363.8
30/04/2004,2990.9,997.7,2151.9
3/05/2004,5287.2,-271.9,5608.2
4/05/2004,2872.7,1399.3,2618.2
5/05/2004,429.5,335.1,-46.7
6/05/2004,2819.5,970,2391.9
7/05/2004,576.2,-85,515.2
10/05/2004,3089.4,2051.2,2878.3
11/05/2004,5834.9,2813.6,4943.9
12/05/2004,2814.7,1429,1941.7
13/05/2004,305,2236.6,3726.8
14/05/2004,2735.8,946.9,1909.5
17/05/2004,-38.7,15.5,-326.6
18/05/2004,2958.2,535.8,1862.3
19/05/2004,380.2,-406.8,-223.4
20/05/2004,2439.7,2297.6,3159.7
21/05/2004,4414.5,4024.4,559.2
24/05/2004,2246.7,834.5,3702.1
25/05/2004,5349.4,1581.7,7059.9
26/05/2004,1837.1,1126.8,2154.8
27/05/2004,4580,85.2,5942.9
28/05/2004,1650.6,1351.9,8759.9
1/06/2004,4015.8,2412.9,6028.2
2/06/2004,1832.7,1143.9,3466.2
3/06/2004,201.8,2293.5,831.2
4/06/2004,1738,1079.7,1269
7/06/2004,4181.1,1819.5,3342.3
8/06/2004,1950.3,492,1367.9
9/06/2004,184.3,-144.6,-445.6
10/06/2004,1655.5,1549,1681.5
14/06/2004,-320,500.7,3729.8
15/06/2004,1927.2,886.2,3220.4
16/06/2004,-444.4,1930,1808.4
17/06/2004,1497.9,911.5,4007.2
18/06/2004,5200.6,-564.6,283.9
21/06/2004,2429.2,921.4,2250.1
22/06/2004,6226.3,-35.2,4106.5
23/06/2004,2989.4,1354.4,1988.1
24/06/2004,1113.6,2491.9,216.7
25/06/2004,3245.7,1225.1,7798.7
28/06/2004,5113.2,323.8,5439.2
29/06/2004,2577.7,940.4,1677.2
30/06/2004,5647.7,1870.4,3616.2
1/07/2004,2627.2,924.5,2162.8
2/07/2004,915.3,99.2,4000.9
6/07/2004,2305.9,1100.4,1270.3
7/07/2004,4760.2,431.3,2340.9
